ID,VID,PLID,Type,LinkID
1207,1409,126,1,95941
1208,1410,126,2,95941
1209,1411,126,3,95941
1210,1412,126,1,34446
1211,1413,126,2,34446
1212,1414,126,3,34446
1213,1415,127,1,98903
1214,1416,127,2,98903
1215,1417,127,3,98903
1216,1418,127,1,98668
1217,1419,127,2,98668
1218,1420,127,3,98668
1219,1421,127,1,42469
1220,1422,127,2,42469
1221,1423,127,3,42469
1222,1424,127,1,98668
1223,1425,127,2,98668
1224,1426,127,3,98668
1225,1427,128,1,94152
1226,1428,128,2,94152
1227,1429,128,3,94152
1228,1430,128,1,94152
1229,1431,128,2,94152
1230,1432,128,3,94152
1231,1433,129,1,97086
1232,1434,129,2,97086
1233,1435,129,3,97086
1234,1436,129,1,96205
1235,1437,129,2,96205
1236,1438,129,3,96205
1237,1439,130,1,98114
1238,1440,130,2,98114
1239,1441,130,3,98114
1240,1442,130,1,98114
1241,1443,130,2,98114
1242,1444,130,3,98114
1243,1445,131,1,91133
1244,1446,131,2,91133
1245,1447,131,3,91133
1246,1448,131,1,91133
1247,1449,131,2,91133
1248,1450,131,3,91133
1249,1451,132,1,96963
1250,1452,132,2,96963
1251,1453,132,3,96963
1252,1454,132,1,96963
1253,1455,132,2,96963
1254,1456,132,3,96963
1255,1457,133,1,79205
1256,1458,133,2,79205
1257,1459,133,3,79205
1258,1460,133,1,79205
1259,1461,133,2,79205
1260,1462,133,3,79205
1261,1463,134,1,79976
1262,1464,134,2,79976
1263,1465,134,3,79976
1264,1466,134,1,79976
1265,1467,134,2,79976
1266,1468,134,3,79976
1267,1469,135,1,79290
1268,1470,135,2,79290
1269,1471,135,3,79290
1270,1472,135,1,79290
1271,1473,135,2,79290
1272,1474,135,3,79290
1273,1475,136,1,81427
1274,1476,136,2,81427
1275,1477,136,3,81427
1276,1478,136,1,81897
1277,1479,136,2,81897
1278,1480,136,3,81897
1279,1481,137,1,78230
1280,1482,137,2,78230
1281,1483,137,3,78230
1282,1484,137,1,78230
1283,1485,137,2,78230
1284,1486,137,3,78230
1285,1487,138,1,74533
1286,1488,138,2,74533
1287,1489,138,3,74533
1288,1490,138,1,74533
1289,1491,138,2,74533
1290,1492,138,3,74533
1291,1493,139,1,83530
1292,1494,139,2,83530
1293,1495,139,3,83530
1294,1496,139,1,81705
1295,1497,139,2,81705
1296,1498,139,3,81705
1297,1499,140,1,80997
1298,1500,140,2,80997
1299,1501,140,3,80997
1300,1502,140,1,80914
1301,1503,140,2,80914
1302,1504,140,3,80914
1303,1505,141,1,80215
1304,1506,141,2,80215
1305,1507,141,3,80215
1306,1508,141,1,80410
1307,1509,141,2,80410
1308,1510,141,3,80410
1309,1511,142,1,91511
1310,1512,142,2,91511
1311,1513,142,3,91511
1312,1514,142,1,87945
1313,1515,142,2,87945
1314,1516,142,3,87945
1315,1517,143,1,93245
1316,1518,143,2,93245
1317,1519,143,3,93245
1318,1520,143,1,93155
1319,1521,143,2,93155
1320,1522,143,3,93155
1321,1523,144,1,97548
1322,1524,144,2,97548
1323,1525,144,3,97548
1324,1526,144,1,97745
1325,1527,144,2,97745
1326,1528,144,3,97745
1327,1529,145,1,81233
1328,1530,145,2,81233
1329,1531,145,3,81233
1330,1532,145,1,81117
1331,1533,145,2,81117
1332,1534,145,3,81117
1333,1535,146,1,89847
1334,1536,146,2,89847
1335,1537,146,3,89847
1336,1538,146,1,91965
1337,1539,146,2,91965
1338,1540,146,3,91965
1339,1541,147,1,92900
1340,1542,147,2,92900
1341,1543,147,3,92900
1342,1544,147,1,95711
1343,1545,147,2,95711
1344,1546,147,3,95711
1345,1547,148,1,94492
1346,1548,148,2,94492
1347,1549,148,3,94492
1348,1550,148,1,94324
1349,1551,148,2,94324
1350,1552,148,3,94324
1351,1553,149,1,93414
1352,1554,149,2,93414
1353,1555,149,3,93414
1354,1556,149,1,93333
1355,1557,149,2,93333
1356,1558,149,3,93333
1357,1559,150,1,92734
1358,1560,150,2,92734
1359,1561,150,3,92734
1360,1562,150,1,92734
1361,1563,150,2,92734
1362,1564,150,3,92734
1363,1565,151,1,95206
1364,1566,151,2,95206
1365,1567,151,3,95206
1366,1568,151,1,95378
1367,1569,151,2,95378
1368,1570,151,3,95378
1369,1571,151,1,53349
1370,1572,151,2,53349
1371,1573,151,3,53349
1372,1574,151,1,95378
1373,1575,151,2,95378
1374,1576,151,3,95378
1375,1577,152,1,92973
1376,1578,152,2,92973
1377,1579,152,3,92973
1378,1580,152,1,92973
1379,1581,152,2,92973
1380,1582,152,3,92973
1381,1583,153,1,106349
1382,1584,153,2,106349
1383,1585,153,3,106349
1384,1586,153,1,30906
1385,1587,153,2,30906
1386,1588,153,3,30906
1387,1589,154,1,60369
1388,1590,154,2,60369
1389,1591,154,3,60369
1390,1592,154,1,61340
1391,1593,154,2,61340
1392,1594,154,3,61340
1393,1595,154,1,61340
1394,1596,154,2,61340
1395,1597,154,3,61340
1396,1598,154,1,60889
1397,1599,154,2,60889
1398,1600,154,3,60889
1399,1601,155,1,31304
1400,1602,155,2,31304
1401,1603,155,3,31304
1402,1604,155,1,106081
1403,1605,155,2,106081
1404,1606,155,3,106081
1405,1607,155,1,13115
1406,1608,155,2,13115
1407,1609,155,3,13115
1408,1610,155,1,13584
1409,1611,155,2,13584
1410,1612,155,3,13584
1411,1613,156,1,62328
1412,1614,156,2,62328
1413,1615,156,3,62328
1414,1616,156,1,60558
1415,1617,156,2,60558
1416,1618,156,3,60558
1417,1619,156,1,62328
1418,1620,156,2,62328
1419,1621,156,3,62328
1420,1622,156,1,61941
1421,1623,156,2,61941
1422,1624,156,3,61941
1423,1625,157,1,88822
1424,1626,157,2,88822
1425,1627,157,3,88822
1426,1628,157,1,88755
1427,1629,157,2,88755
1428,1630,157,3,88755
1429,1631,157,1,82239
1430,1632,157,2,82239
1431,1633,157,3,82239
1432,1634,157,1,88755
1433,1635,157,2,88755
1434,1636,157,3,88755
1435,1637,158,1,90567
1436,1638,158,2,90567
1437,1639,158,3,90567
1438,1640,158,1,90377
1439,1641,158,2,90377
1440,1642,158,3,90377
1441,1643,158,1,90377
1442,1644,158,2,90377
1443,1645,158,3,90377
1444,1646,158,1,42857
1445,1647,158,2,42857
1446,1648,158,3,42857
1447,1649,159,1,90967
1448,1650,159,2,90967
1449,1651,159,3,90967
1450,1652,159,1,90967
1451,1653,159,2,90967
1452,1654,159,3,90967
1453,1655,160,1,88681
1454,1656,160,2,88681
1455,1657,160,3,88681
1456,1658,160,1,88574
1457,1659,160,2,88574
1458,1660,160,3,88574
1459,1661,160,1,88574
1460,1662,160,2,88574
1461,1663,160,3,88574
1462,1664,160,1,83098
1463,1665,160,2,83098
1464,1666,160,3,83098
1465,1667,161,1,94936
1466,1668,161,2,94936
1467,1669,161,3,94936
1468,1670,161,1,94936
1469,1671,161,2,94936
1470,1672,161,3,94936
1471,1673,162,1,87754
1472,1674,162,2,87754
1473,1675,162,3,87754
1474,1676,162,1,88485
1475,1677,162,2,88485
1476,1678,162,3,88485
1477,1679,163,1,82864
1478,1680,163,2,82864
1479,1681,163,3,82864
1480,1682,163,1,83703
1481,1683,163,2,83703
1482,1684,163,3,83703
1483,1685,163,1,83703
1484,1686,163,2,83703
1485,1687,163,3,83703
1486,1688,163,1,82032
1487,1689,163,2,82032
1488,1690,163,3,82032
1489,1691,164,1,89685
1490,1692,164,2,89685
1491,1693,164,3,89685
1492,1694,164,1,89685
1493,1695,164,2,89685
1494,1696,164,3,89685
1495,1697,165,1,81947
1496,1698,165,2,81947
1497,1699,165,3,81947
1498,1700,165,1,81947
1499,1701,165,2,81947
1500,1702,165,3,81947
1501,1703,166,1,80823
1502,1704,166,2,80823
1503,1705,166,3,80823
1504,1706,166,1,80823
1505,1707,166,2,80823
1506,1708,166,3,80823
1507,1709,167,1,85164
1508,1710,167,2,85164
1509,1711,167,3,85164
1510,1712,167,1,85798
1511,1713,167,2,85798
1512,1714,167,3,85798
1513,1715,168,1,88276
1514,1716,168,2,88276
1515,1717,168,3,88276
1516,1718,168,1,108987
1517,1719,168,2,108987
1518,1720,168,3,108987
1519,1721,168,1,88276
1520,1722,168,2,88276
1521,1723,168,3,88276
1522,1724,168,1,16256
1523,1725,168,2,16256
1524,1726,168,3,16256
1525,1727,169,1,75099
1526,1728,169,2,75099
1527,1729,169,3,75099
1528,1730,169,1,75099
1529,1731,169,2,75099
1530,1732,169,3,75099
1531,1733,170,1,75849
1532,1734,170,2,75849
1533,1735,170,3,75849
1534,1736,170,1,84501
1535,1737,170,2,84501
1536,1738,170,3,84501
1537,1739,171,1,88054
1538,1740,171,2,88054
1539,1741,171,3,88054
1540,1742,171,1,99188
1541,1743,171,2,99188
1542,1744,171,3,99188
1543,1745,171,1,99188
1544,1746,171,2,99188
1545,1747,171,3,99188
1546,1748,171,1,16142
1547,1749,171,2,16142
1548,1750,171,3,16142
1549,1751,172,1,89305
1550,1752,172,2,89305
1551,1753,172,3,89305
1552,1754,172,1,91706
1553,1755,172,2,91706
1554,1756,172,3,91706
1555,1757,173,1,87081
1556,1758,173,2,87081
1557,1759,173,3,87081
1558,1760,173,1,86819
1559,1761,173,2,86819
1560,1762,173,3,86819
1561,1763,174,1,101799
1562,1764,174,2,101799
1563,1765,174,3,101799
1564,1766,174,1,99008
1565,1767,174,2,99008
1566,1768,174,3,99008
1567,1769,174,1,99008
1568,1770,174,2,99008
1569,1771,174,3,99008
1570,1772,174,1,101799
1571,1773,174,2,101799
1572,1774,174,3,101799
1573,1775,175,1,90209
1574,1776,175,2,90209
1575,1777,175,3,90209
1576,1778,175,1,90209
1577,1779,175,2,90209
1578,1780,175,3,90209
1579,1781,175,1,90209
1580,1782,175,2,90209
1581,1783,175,3,90209
1582,1784,176,1,99984
1583,1785,176,2,99984
1584,1786,176,3,99984
1585,1787,176,1,33230
1586,1788,176,2,33230
1587,1789,176,3,33230
1588,1790,176,1,33230
1589,1791,176,2,33230
1590,1792,176,3,33230
1591,1793,176,1,15936
1592,1794,176,2,15936
1593,1795,176,3,15936
1594,1796,177,1,92573
1595,1797,177,2,92573
1596,1798,177,3,92573
1597,1799,177,1,43050
1598,1800,177,2,43050
1599,1801,177,3,43050
1600,1802,178,1,62524
1601,1803,178,2,62524
1602,1804,178,3,62524
1603,1805,178,1,65715
1604,1806,178,2,65715
1605,1807,178,3,65715
1606,1808,178,1,65715
1607,1809,178,2,65715
1608,1810,178,3,65715
1609,1811,178,1,65715
1610,1812,178,2,65715
1611,1813,178,3,65715
1612,1814,179,1,62709
1613,1815,179,2,62709
1614,1816,179,3,62709
1615,1817,179,1,66314
1616,1818,179,2,66314
1617,1819,179,3,66314
1618,1820,179,1,66314
1619,1821,179,2,66314
1620,1822,179,3,66314
1621,1823,179,1,64308
1622,1824,179,2,64308
1623,1825,179,3,64308
1624,1826,180,1,71831
1625,1827,180,2,71831
1626,1828,180,3,71831
1627,1829,180,1,68730
1628,1830,180,2,68730
1629,1831,180,3,68730
1630,1832,180,1,103671
1631,1833,180,2,103671
1632,1834,180,3,103671
1633,1835,180,1,71831
1634,1836,180,2,71831
1635,1837,180,3,71831
1636,1838,180,1,71831
1637,1839,180,2,71831
1638,1840,180,3,71831
1639,1841,180,1,68730
1640,1842,180,2,68730
1641,1843,180,3,68730
1642,1844,181,1,62988
1643,1845,181,2,62988
1644,1846,181,3,62988
1645,1847,181,1,66575
1646,1848,181,2,66575
1647,1849,181,3,66575
1648,1850,181,1,105358
1649,1851,181,2,105358
1650,1852,181,3,105358
1651,1853,181,1,64581
1652,1854,181,2,64581
1653,1855,181,3,64581
1654,1856,182,1,72548
1655,1857,182,2,72548
1656,1858,182,3,72548
1657,1859,182,1,72548
1658,1860,182,2,72548
1659,1861,182,3,72548
1660,1862,183,1,101506
1661,1863,183,2,101506
1662,1864,183,3,101506
1663,1865,183,1,101506
1664,1866,183,2,101506
1665,1867,183,3,101506
1666,1868,184,1,69559
1667,1869,184,2,69559
1668,1870,184,3,69559
1669,1871,184,1,67934
1670,1872,184,2,67934
1671,1873,184,3,67934
1672,1874,184,1,67934
1673,1875,184,2,67934
1674,1876,184,3,67934
1675,1877,184,1,68453
1676,1878,184,2,68453
1677,1879,184,3,68453
1678,1880,185,1,69659
1679,1881,185,2,69659
1680,1882,185,3,69659
1681,1883,185,1,102471
1682,1884,185,2,102471
1683,1885,185,3,102471
1684,1886,185,1,102471
1685,1887,185,2,102471
1686,1888,185,3,102471
1687,1889,185,1,72655
1688,1890,185,2,72655
1689,1891,185,3,72655
1690,1892,186,1,100862
1691,1893,186,2,100862
1692,1894,186,3,100862
1693,1895,186,1,32895
1694,1896,186,2,32895
1695,1897,186,3,32895
1696,1898,186,1,32895
1697,1899,186,2,32895
1698,1900,186,3,32895
1699,1901,186,1,1682
1700,1902,186,2,1682
1701,1903,186,3,1682
1702,1904,187,1,102365
1703,1905,187,2,102365
1704,1906,187,3,102365
1705,1907,187,1,84314
1706,1908,187,2,84314
1707,1909,187,3,84314
1708,1910,187,1,77119
1709,1911,187,2,77119
1710,1912,187,3,77119
1711,1913,187,1,84314
1712,1914,187,2,84314
1713,1915,187,3,84314
1714,1916,188,1,86919
1715,1917,188,2,86919
1716,1918,188,3,86919
1717,1919,188,1,87330
1718,1920,188,2,87330
1719,1921,188,3,87330
1720,1922,188,1,86919
1721,1923,188,2,86919
1722,1924,188,3,86919
1723,1925,188,1,84193
1724,1926,188,2,84193
1725,1927,188,3,84193
1726,1928,189,1,100305
1727,1929,189,2,100305
1728,1930,189,3,100305
1729,1931,189,1,100142
1730,1932,189,2,100142
1731,1933,189,3,100142
1732,1934,189,1,101986
1733,1935,189,2,101986
1734,1936,189,3,101986
1735,1937,189,1,101986
1736,1938,189,2,101986
1737,1939,189,3,101986
1738,1940,190,1,86375
1739,1941,190,2,86375
1740,1942,190,3,86375
1741,1943,190,1,86627
1742,1944,190,2,86627
1743,1945,190,3,86627
1744,1946,191,1,83990
1745,1947,191,2,83990
1746,1948,191,3,83990
1747,1949,191,1,76358
1748,1950,191,2,76358
1749,1951,191,3,76358
1750,1952,191,1,76903
1751,1953,191,2,76903
1752,1954,191,3,76903
1753,1955,191,1,84097
1754,1956,191,2,84097
1755,1957,191,3,84097
1756,1958,192,1,87246
1757,1959,192,2,87246
1758,1960,192,3,87246
1759,1961,192,1,99590
1760,1962,192,2,99590
1761,1963,192,3,99590
1762,1964,193,1,76248
1763,1965,193,2,76248
1764,1966,193,3,76248
1765,1967,193,1,75669
1766,1968,193,2,75669
1767,1969,193,3,75669
1768,1970,193,1,76792
1769,1971,193,2,76792
1770,1972,193,3,76792
1771,1973,193,1,84315
1772,1974,193,2,84315
1773,1975,193,3,84315
1774,1976,194,1,83889
1775,1977,194,2,83889
1776,1978,194,3,83889
1777,1979,194,1,89498
1778,1980,194,2,89498
1779,1981,194,3,89498
1780,1982,195,1,84969
1781,1983,195,2,84969
1782,1984,195,3,84969
1783,1985,195,1,76150
1784,1986,195,2,76150
1785,1987,195,3,76150
1786,1988,195,1,76150
1787,1989,195,2,76150
1788,1990,195,3,76150
1789,1991,195,1,85604
1790,1992,195,2,85604
1791,1993,195,3,85604
1792,1994,196,1,75567
1793,1995,196,2,75567
1794,1996,196,3,75567
1795,1997,196,1,75567
1796,1998,196,2,75567
1797,1999,196,3,75567
1798,2000,197,1,84631
1799,2001,197,2,84631
1800,2002,197,3,84631
1801,2003,197,1,86005
1802,2004,197,2,86005
1803,2005,197,3,86005
1804,2006,197,1,86005
1805,2007,197,2,86005
1806,2008,197,3,86005
1807,2009,197,1,85271
1808,2010,197,2,85271
1809,2011,197,3,85271
1810,2012,198,1,87559
1811,2013,198,2,87559
1812,2014,198,3,87559
1813,2015,198,1,86181
1814,2016,198,2,86181
1815,2017,198,3,86181
1816,2018,199,1,71500
1817,2019,199,2,71500
1818,2020,199,3,71500
1819,2021,199,1,63935
1820,2022,199,2,63935
1821,2023,199,3,63935
1822,2024,199,1,70811
1823,2025,199,2,70811
1824,2026,199,3,70811
1825,2027,199,1,65527
1826,2028,199,2,65527
1827,2029,199,3,65527
1828,2030,200,1,70125
1829,2031,200,2,70125
1830,2032,200,3,70125
1831,2033,200,1,102707
1832,2034,200,2,102707
1833,2035,200,3,102707
1834,2036,200,1,70125
1835,2037,200,2,70125
1836,2038,200,3,70125
1837,2039,200,1,70125
1838,2040,200,2,70125
1839,2041,200,3,70125
1840,2042,200,1,43441
1841,2043,200,2,43441
1842,2044,200,3,43441
1843,2045,201,1,63437
1844,2046,201,2,63437
1845,2047,201,3,63437
1846,2048,201,1,72261
1847,2049,201,2,72261
1848,2050,201,3,72261
1849,2051,201,1,67458
1850,2052,201,2,67458
1851,2053,201,3,67458
1852,2054,201,1,65029
1853,2055,201,2,65029
1854,2056,201,3,65029
1855,2057,202,1,70312
1856,2058,202,2,70312
1857,2059,202,3,70312
1858,2060,202,1,71006
1859,2061,202,2,71006
1860,2062,202,3,71006
