VID,PID,Hang,Vang
899,162692,-130.611877441406,90
900,162693,-130.611877441406,90
901,162694,-123.06428527832,90
902,162695,-123.06428527832,90
903,162696,-123.06428527832,90
904,162697,-146.000961303711,90
905,162698,-146.000961303711,90
906,162699,-146.000961303711,90
907,162700,-146.000961303711,90
908,162701,-146.000961303711,90
909,162702,-146.000961303711,90
910,162703,151.968902587891,89.9975738525391
911,162704,151.968902587891,89.9975738525391
912,162705,151.968902587891,89.9975738525391
913,162706,149.609039306641,89.9996948242188
914,162707,149.609039306641,89.9996948242188
915,162708,149.609039306641,89.9996948242188
916,162709,125.714454650879,89.9975738525391
917,162710,125.714454650879,89.9975738525391
918,162711,125.714454650879,89.9975738525391
919,162712,125.714454650879,89.9975738525391
920,162713,125.714454650879,89.9975738525391
921,162714,125.714454650879,89.9975738525391
922,162715,-31.7504596710205,89.9659881591797
923,162716,-31.7504596710205,89.9659881591797
924,162717,-31.7504596710205,89.9659881591797
925,162718,-32.7307929992676,89.9659881591797
926,162719,-32.7307929992676,89.9659881591797
927,162720,-32.7307929992676,89.9659881591797
928,162721,-54.352180480957,89.9659805297852
929,162722,-54.352180480957,89.9659805297852
930,162723,-54.352180480957,89.9659805297852
931,162724,-54.352180480957,89.9659805297852
932,162725,-54.352180480957,89.9659805297852
933,162726,-54.352180480957,89.9659805297852
934,162727,60.7184753417969,89.9972991943359
935,162728,60.7184753417969,89.9972991943359
936,162729,60.7184753417969,89.9972991943359
937,162730,64.9682922363281,89.998046875
938,162731,64.9682922363281,89.998046875
939,162732,64.9682922363281,89.998046875
940,162733,36.548282623291,89.9973068237305
941,162734,36.548282623291,89.9973068237305
942,162735,36.548282623291,89.9973068237305
943,162736,36.548282623291,89.9973068237305
944,162737,36.548282623291,89.9973068237305
945,162738,36.548282623291,89.9973068237305
946,162739,144.064102172852,89.9962844848633
947,162740,144.064102172852,89.9962844848633
948,162741,144.064102172852,89.9962844848633
949,162742,141.80500793457,89.9962844848633
950,162743,141.80500793457,89.9962844848633
951,162744,141.80500793457,89.9962844848633
952,162745,120.546295166016,89.9962844848633
953,162746,120.546295166016,89.9962844848633
954,162747,120.546295166016,89.9962844848633
955,162748,120.546295166016,89.9962844848633
956,162749,120.546295166016,89.9962844848633
957,162750,120.546295166016,89.9962844848633
958,162751,-143.709716796875,89.9597396850586
959,162752,-143.709716796875,89.9597396850586
960,162753,-143.709716796875,89.9597396850586
961,162754,-143.709716796875,89.9597396850586
962,162755,-143.709716796875,89.9597396850586
963,162756,-143.709716796875,89.9597396850586
964,162757,-35.8645401000977,90.0088729858398
965,162758,-35.8645401000977,90.0088729858398
966,162759,-35.8645401000977,90.0088729858398
967,162760,-41.1637077331543,90.0088729858398
968,162761,-41.1637077331543,90.0088729858398
969,162762,-41.1637077331543,90.0088729858398
970,162763,-54.8143119812012,90.0088729858398
971,162764,-54.8143119812012,90.0088729858398
972,162765,-54.8143119812012,90.0088729858398
973,162766,-54.8143119812012,90.0088729858398
974,162767,-54.8143119812012,90.0088729858398
975,162768,-54.8143119812012,90.0088729858398
976,162769,36.1499214172363,89.9535140991211
977,162770,36.1499214172363,89.9535140991211
978,162771,36.1499214172363,89.9535140991211
979,162772,36.1499214172363,89.9535140991211
980,162773,36.1499214172363,89.9535140991211
981,162774,36.1499214172363,89.9535140991211
982,162775,-144.043670654297,90.0285491943359
983,162776,-144.043670654297,90.0285491943359
984,162777,-144.043670654297,90.0285491943359
985,162778,-144.043670654297,90.0285491943359
986,162779,-144.043670654297,90.0285491943359
987,162780,-144.043670654297,90.0285491943359
988,162781,159.864135742188,90.0055999755859
989,162782,159.864135742188,90.0055999755859
990,162783,159.864135742188,90.0055999755859
991,162784,161.275009155273,90.0006637573242
992,162785,161.275009155273,90.0006637573242
993,162786,161.275009155273,90.0006637573242
994,162787,146.469833374023,90.0055999755859
995,162788,146.469833374023,90.0055999755859
996,162789,146.469833374023,90.0055999755859
997,162790,146.469833374023,90.0055999755859
998,162791,146.469833374023,90.0055999755859
999,162792,146.469833374023,90.0055999755859
1000,162793,-142.895538330078,89.9700241088867
1001,162794,-142.895538330078,89.9700241088867
1002,162795,-142.895538330078,89.9700241088867
1003,162796,-142.895538330078,89.9700241088867
1004,162797,-142.895538330078,89.9700241088867
1005,162798,-142.895538330078,89.9700241088867
1006,162799,37.0647621154785,90.072639465332
1007,162800,37.0647621154785,90.072639465332
1008,162801,37.0647621154785,90.072639465332
1009,162802,37.0647621154785,90.072639465332
1010,162803,37.0647621154785,90.072639465332
1011,162804,37.0647621154785,90.072639465332
1012,162805,149.188064575195,89.9442291259766
1013,162806,149.188064575195,89.9442291259766
1014,162807,149.188064575195,89.9442291259766
1015,162808,125.942665100098,89.9442291259766
1016,162809,125.942665100098,89.9442291259766
1017,162810,125.942665100098,89.9442291259766
1018,162811,125.942665100098,89.9442291259766
1019,162812,125.942665100098,89.9442291259766
1020,162813,125.942665100098,89.9442291259766
1021,162814,146.163986206055,89.9442291259766
1022,162815,146.163986206055,89.9442291259766
1023,162816,146.163986206055,89.9442291259766
1024,162817,35.4211692810059,90.0003509521484
1025,162818,35.4211692810059,90.0003509521484
1026,162819,35.4211692810059,90.0003509521484
1027,162820,61.794376373291,90.0002593994141
1028,162821,61.794376373291,90.0002593994141
1029,162822,61.794376373291,90.0002593994141
1030,162823,60.746883392334,90.0003433227539
1031,162824,60.746883392334,90.0003433227539
1032,162825,60.746883392334,90.0003433227539
1033,162826,35.4211692810059,90.0003509521484
1034,162827,35.4211692810059,90.0003509521484
1035,162828,35.4211692810059,90.0003509521484
1036,162829,-124.053436279297,90.0408630371094
1037,162830,-124.053436279297,90.0408630371094
1038,162831,-124.053436279297,90.0408630371094
1039,162832,-143.375503540039,90.0408630371094
1040,162833,-143.375503540039,90.0408630371094
1041,162834,-143.375503540039,90.0408630371094
1042,162835,-143.375503540039,90.0408630371094
1043,162836,-143.375503540039,90.0408630371094
1044,162837,-143.375503540039,90.0408630371094
1045,162838,-120.681655883789,90.0376892089844
1046,162839,-120.681655883789,90.0376892089844
1047,162840,-120.681655883789,90.0376892089844
1048,162841,126.467262268066,89.9773254394531
1049,162842,126.467262268066,89.9773254394531
1050,162843,126.467262268066,89.9773254394531
1051,162844,142.460556030273,89.9773178100586
1052,162845,142.460556030273,89.9773178100586
1053,162846,142.460556030273,89.9773178100586
1054,162847,126.467262268066,89.9773254394531
1055,162848,126.467262268066,89.9773254394531
1056,162849,126.467262268066,89.9773254394531
1057,162850,140.84147644043,89.9773178100586
1058,162851,140.84147644043,89.9773178100586
1059,162852,140.84147644043,89.9773178100586
1060,162853,-143.990142822266,90
1061,162854,-143.990142822266,90
1062,162855,-143.990142822266,90
1063,162856,-118.714645385742,90
1064,162857,-118.714645385742,90
1065,162858,-118.714645385742,90
1066,162859,-126.030693054199,90
1067,162860,-126.030693054199,90
1068,162861,-126.030693054199,90
1069,162862,-143.990142822266,90
1070,162863,-143.990142822266,90
1071,162864,-143.990142822266,90
1072,162865,143.246078491211,90
1073,162866,143.246078491211,90
1074,162867,143.246078491211,90
1075,162868,125.638519287109,90
1076,162869,125.638519287109,90
1077,162870,125.638519287109,90
1078,162871,148.369384765625,90
1079,162872,148.369384765625,90
1080,162873,148.369384765625,90
1081,162874,125.638519287109,90
1082,162875,125.638519287109,90
1083,162876,125.638519287109,90
1084,162877,125.029670715332,90
1085,162878,125.029670715332,90
1086,162879,125.029670715332,90
1087,162880,141.443634033203,90
1088,162881,141.443634033203,90
1089,162882,141.443634033203,90
1090,162883,125.029670715332,90
1091,162884,125.029670715332,90
1092,162885,125.029670715332,90
1093,162886,142.301528930664,90
1094,162887,142.301528930664,90
1095,162888,142.301528930664,90
1096,162889,36.1424102783203,90
1097,162890,36.1424102783203,90
1098,162891,36.1424102783203,90
1099,162892,54.2913284301758,90
1100,162893,54.2913284301758,90
1101,162894,54.2913284301758,90
1102,162895,36.1424102783203,90
1103,162896,36.1424102783203,90
1104,162897,36.1424102783203,90
1105,162898,56.1555366516113,90
1106,162899,56.1555366516113,90
1107,162900,56.1555366516113,90
1108,162901,-124.695129394531,90
1109,162902,-124.695129394531,90
1110,162903,-124.695129394531,90
1111,162904,-144.715362548828,90
1112,162905,-144.715362548828,90
1113,162906,-144.715362548828,90
1114,162907,-144.715362548828,90
1115,162908,-144.715362548828,90
1116,162909,-144.715362548828,90
1117,162910,-127.223999023438,90
1118,162911,-127.223999023438,90
1119,162912,-127.223999023438,90
1120,162913,144.811950683594,90
1121,162914,144.811950683594,90
1122,162915,144.811950683594,90
1123,162916,125.408515930176,90
1124,162917,125.408515930176,90
1125,162918,125.408515930176,90
1126,162919,125.408515930176,90
1127,162920,125.408515930176,90
1128,162921,125.408515930176,90
1129,162922,143.067504882813,90
1130,162923,143.067504882813,90
1131,162924,143.067504882813,90
1132,162925,125.701614379883,90
1133,162926,125.701614379883,90
1134,162927,125.701614379883,90
1135,162928,144.114105224609,90
1136,162929,144.114105224609,90
1137,162930,144.114105224609,90
1138,162931,144.816787719727,90
1139,162932,144.816787719727,90
1140,162933,144.816787719727,90
1141,162934,125.701614379883,90
1142,162935,125.701614379883,90
1143,162936,125.701614379883,90
1144,162937,59.892578125,90
1145,162938,59.892578125,90
1146,162939,59.892578125,90
1147,162940,36.0057563781738,90
1148,162941,36.0057563781738,90
1149,162942,36.0057563781738,90
1150,162943,54.6559219360352,90
1151,162944,54.6559219360352,90
1152,162945,54.6559219360352,90
1153,162946,36.0057563781738,90
1154,162947,36.0057563781738,90
1155,162948,36.0057563781738,90
1156,162949,125.437042236328,90
1157,162950,125.437042236328,90
1158,162951,125.437042236328,90
1159,162952,125.437042236328,90
1160,162953,125.437042236328,90
1161,162954,125.437042236328,90
1162,162955,58.9616546630859,90
1163,162956,58.9616546630859,90
1164,162957,58.9616546630859,90
1165,162958,36.0363159179688,90
1166,162959,36.0363159179688,90
1167,162960,36.0363159179688,90
1168,162961,36.0363159179688,90
1169,162962,36.0363159179688,90
1170,162963,36.0363159179688,90
1171,162964,55.2441024780273,90
1172,162965,55.2441024780273,90
1173,162966,55.2441024780273,90
1174,162967,-145.220687866211,90
1175,162968,-145.220687866211,90
1176,162969,-145.220687866211,90
1177,162970,-120.707572937012,90
1178,162971,-120.707572937012,90
1179,162972,-120.707572937012,90
1180,162973,-145.220687866211,90
1181,162974,-145.220687866211,90
1182,162975,-145.220687866211,90
1183,162976,-127.916633605957,90
1184,162977,-127.916633605957,90
1185,162978,-127.916633605957,90
1186,162979,126.067756652832,90
1187,162980,126.067756652832,90
1188,162981,126.067756652832,90
1189,162982,126.067756652832,90
1190,162983,126.067756652832,90
1191,162984,126.067756652832,90
1192,162985,-53.5248069763184,90
1193,162986,-53.5248069763184,90
1194,162987,-53.5248069763184,90
1195,162988,-53.5248069763184,90
1196,162989,-53.5248069763184,90
1197,162990,-53.5248069763184,90
1198,162991,126.530471801758,90
1199,162992,126.530471801758,90
1200,162993,126.530471801758,90
1201,162994,126.530471801758,90
1202,162995,126.530471801758,90
1203,162996,126.530471801758,90
1204,162997,36.0039863586426,90
1205,162998,36.0039863586426,90
1206,162999,36.0039863586426,90
1207,163000,64.5391387939453,90
1208,163001,64.5391387939453,90
1209,163002,64.5391387939453,90
1210,163003,60.8155555725098,90
1211,163004,60.8155555725098,90
1212,163005,60.8155555725098,90
1213,163006,36.0039863586426,90
1214,163007,36.0039863586426,90
1215,163008,36.0039863586426,90
1216,163009,-53.8499069213867,90
1217,163010,-53.8499069213867,90
1218,163011,-53.8499069213867,90
1219,163012,-53.8499069213867,90
1220,163013,-53.8499069213867,90
1221,163014,-53.8499069213867,90
1222,163015,-144.923690795898,90
1223,163016,-144.923690795898,90
1224,163017,-144.923690795898,90
1225,163018,-121.661117553711,90
1226,163019,-121.661117553711,90
1227,163020,-121.661117553711,90
1228,163021,-144.923690795898,90
1229,163022,-144.923690795898,90
1230,163023,-144.923690795898,90
1231,163024,-122.119163513184,90
1232,163025,-122.119163513184,90
1233,163026,-122.119163513184,90
1234,163027,-54.0470428466797,89.9994049072266
1235,163028,-54.0470428466797,89.9994049072266
1236,163029,-54.0470428466797,89.9994049072266
1237,163030,-54.0470428466797,89.9994049072266
1238,163031,-54.0470428466797,89.9994049072266
1239,163032,-54.0470428466797,89.9994049072266
1240,163033,125.681793212891,90
1241,163034,125.681793212891,90
1242,163035,125.681793212891,90
1243,163036,125.681793212891,90
1244,163037,125.681793212891,90
1245,163038,125.681793212891,90
1246,163039,124.096298217773,89.9962158203125
1247,163040,124.096298217773,89.9962158203125
1248,163041,124.096298217773,89.9962158203125
1249,163042,124.096298217773,89.9962158203125
1250,163043,124.096298217773,89.9962158203125
1251,163044,124.096298217773,89.9962158203125
1252,163045,-121.828048706055,89.9755783081055
1253,163046,-121.828048706055,89.9755783081055
1254,163047,-121.828048706055,89.9755783081055
1255,163048,-143.065643310547,89.9755783081055
1256,163049,-143.065643310547,89.9755783081055
1257,163050,-143.065643310547,89.9755783081055
1258,163051,-129.493530273438,89.9755783081055
1259,163052,-129.493530273438,89.9755783081055
1260,163053,-129.493530273438,89.9755783081055
1261,163054,-143.065643310547,89.9755783081055
1262,163055,-143.065643310547,89.9755783081055
1263,163056,-143.065643310547,89.9755783081055
1264,163057,-55.0379943847656,89.9963073730469
1265,163058,-55.0379943847656,89.9963073730469
1266,163059,-55.0379943847656,89.9963073730469
1267,163060,-55.0379943847656,89.9963073730469
1268,163061,-55.0379943847656,89.9963073730469
1269,163062,-55.0379943847656,89.9963073730469
1270,163063,36.7533988952637,90
1271,163064,36.7533988952637,90
1272,163065,36.7533988952637,90
1273,163066,62.6435928344727,90
1274,163067,62.6435928344727,90
1275,163068,62.6435928344727,90
1276,163069,59.9479103088379,90
1277,163070,59.9479103088379,90
1278,163071,59.9479103088379,90
1279,163072,36.7533988952637,90
1280,163073,36.7533988952637,90
1281,163074,36.7533988952637,90
1282,163075,-56.3142890930176,89.9925384521484
1283,163076,-56.3142890930176,89.9925384521484
1284,163077,-56.3142890930176,89.9925384521484
1285,163078,-56.3142890930176,89.9925384521484
1286,163079,-56.3142890930176,89.9925384521484
1287,163080,-56.3142890930176,89.9925384521484
1288,163081,124.262481689453,90.0044326782227
1289,163082,124.262481689453,90.0044326782227
1290,163083,124.262481689453,90.0044326782227
1291,163084,124.262481689453,90.0044326782227
1292,163085,124.262481689453,90.0044326782227
1293,163086,124.262481689453,90.0044326782227
1294,163087,-121.434272766113,90.117919921875
1295,163088,-121.434272766113,90.117919921875
1296,163089,-121.434272766113,90.117919921875
1297,163090,-121.434272766113,90.117919921875
1298,163091,-121.434272766113,90.117919921875
1299,163092,-121.434272766113,90.117919921875
1300,163093,-69.1856079101563,90
1301,163094,-69.1856079101563,90
1302,163095,-69.1856079101563,90
1303,163096,-69.1856079101563,90
1304,163097,-69.1856079101563,90
1305,163098,-69.1856079101563,90
1306,163099,39.5442848205566,89.9665756225586
1307,163100,39.5442848205566,89.9665756225586
1308,163101,39.5442848205566,89.9665756225586
1309,163102,39.5442848205566,89.9665756225586
1310,163103,39.5442848205566,89.9665756225586
1311,163104,39.5442848205566,89.9665756225586
1312,163105,35.7534713745117,90
1313,163106,35.7534713745117,90
1314,163107,35.7534713745117,90
1315,163108,58.5490303039551,90
1316,163109,58.5490303039551,90
1317,163110,58.5490303039551,90
1318,163111,61.7319602966309,90
1319,163112,61.7319602966309,90
1320,163113,61.7319602966309,90
1321,163114,35.7534713745117,90
1322,163115,35.7534713745117,90
1323,163116,35.7534713745117,90
1324,163117,126.290496826172,90
1325,163118,126.290496826172,90
1326,163119,126.290496826172,90
1327,163120,126.290496826172,90
1328,163121,126.290496826172,90
1329,163122,126.290496826172,90
1330,163123,35.6937713623047,90
1331,163124,35.6937713623047,90
1332,163125,35.6937713623047,90
1333,163126,58.2063865661621,90
1334,163127,58.2063865661621,90
1335,163128,58.2063865661621,90
1336,163129,35.6937713623047,90
1337,163130,35.6937713623047,90
1338,163131,35.6937713623047,90
1339,163132,62.5592803955078,90
1340,163133,62.5592803955078,90
1341,163134,62.5592803955078,90
1342,163135,124.239860534668,90
1343,163136,124.239860534668,90
1344,163137,124.239860534668,90
1345,163138,146.468231201172,90
1346,163139,146.468231201172,90
1347,163140,146.468231201172,90
1348,163141,145.746353149414,90
1349,163142,145.746353149414,90
1350,163143,145.746353149414,90
1351,163144,124.239860534668,90
1352,163145,124.239860534668,90
1353,163146,124.239860534668,90
1354,163147,36.1371154785156,90
1355,163148,36.1371154785156,90
1356,163149,36.1371154785156,90
1357,163150,53.8720054626465,90
1358,163151,53.8720054626465,90
1359,163152,53.8720054626465,90
1360,163153,56.9350967407227,90
1361,163154,56.9350967407227,90
1362,163155,56.9350967407227,90
1363,163156,36.1371154785156,90
1364,163157,36.1371154785156,90
1365,163158,36.1371154785156,90
1366,163159,56.3390655517578,90
1367,163160,56.3390655517578,90
1368,163161,56.3390655517578,90
1369,163162,35.7347564697266,90
1370,163163,35.7347564697266,90
1371,163164,35.7347564697266,90
1372,163165,35.7347564697266,90
1373,163166,35.7347564697266,90
1374,163167,35.7347564697266,90
1375,163168,59.7597999572754,90
1376,163169,59.7597999572754,90
1377,163170,59.7597999572754,90
1378,163171,90.0000076293945,90.0351028442383
1379,163172,90.0000076293945,90.0351028442383
1380,163173,90.0000076293945,90.0351028442383
1381,163174,90.0000076293945,90.0351028442383
1382,163175,90.0000076293945,90.0351028442383
1383,163176,90.0000076293945,90.0351028442383
1384,163177,89.9999694824219,89.9582290649414
1385,163178,89.9999694824219,89.9582290649414
1386,163179,89.9999694824219,89.9582290649414
1387,163180,90.0000228881836,89.9582290649414
1388,163181,90.0000228881836,89.9582290649414
1389,163182,90.0000228881836,89.9582290649414
1390,163183,13.8509130477905,90.0186157226563
1391,163184,13.8509130477905,90.0186157226563
1392,163185,13.8509130477905,90.0186157226563
1393,163186,36.809684753418,90.0186157226563
1394,163187,36.809684753418,90.0186157226563
1395,163188,36.809684753418,90.0186157226563
1396,163189,34.9138336181641,90.0186157226563
1397,163190,34.9138336181641,90.0186157226563
1398,163191,34.9138336181641,90.0186157226563
1399,163192,13.8508853912354,90.0186157226563
1400,163193,13.8508853912354,90.0186157226563
1401,163194,13.8508853912354,90.0186157226563
1402,163195,90.0000076293945,90.0348129272461
1403,163196,90.0000076293945,90.0348129272461
1404,163197,90.0000076293945,90.0348129272461
1405,163198,90.0000076293945,90.0348129272461
1406,163199,90.0000076293945,90.0348129272461
1407,163200,90.0000076293945,90.0348129272461
1408,163201,-90.0000076293945,90.0232543945313
1409,163202,-90.0000076293945,90.0232543945313
1410,163203,-90.0000076293945,90.0232543945313
1411,163204,-90.0000076293945,90.0232543945313
1412,163205,-90.0000076293945,90.0232543945313
1413,163206,-90.0000076293945,90.0232543945313
1414,163207,9.7747106552124,90
1415,163208,9.7747106552124,90
1416,163209,9.7747106552124,90
1417,163210,32.4545135498047,90
1418,163211,32.4545135498047,90
1419,163212,32.4545135498047,90
1420,163213,9.7747106552124,90
1421,163214,9.7747106552124,90
1422,163215,9.7747106552124,90
1423,163216,31.5262985229492,90
1424,163217,31.5262985229492,90
1425,163218,31.5262985229492,90
1426,163219,-157.965225219727,90.0698699951172
1427,163220,-157.965225219727,90.0698699951172
1428,163221,-157.965225219727,90.0698699951172
1429,163222,-157.965225219727,90.0698699951172
1430,163223,-157.965225219727,90.0698699951172
1431,163224,-157.965225219727,90.0698699951172
1432,163225,-90.0000152587891,89.9623184204102
1433,163226,-90.0000152587891,89.9623184204102
1434,163227,-90.0000152587891,89.9623184204102
1435,163228,-90.0000152587891,89.9623184204102
1436,163229,-90.0000152587891,89.9623184204102
1437,163230,-90.0000152587891,89.9623184204102
1438,163231,9.97371768951416,89.9773483276367
1439,163232,9.97371768951416,89.9773483276367
1440,163233,9.97371768951416,89.9773483276367
1441,163234,9.97371768951416,89.9773483276367
1442,163235,9.97371768951416,89.9773483276367
1443,163236,9.97371768951416,89.9773483276367
1444,163237,174.6416015625,89.9999771118164
1445,163238,174.6416015625,89.9999771118164
1446,163239,174.6416015625,89.9999771118164
1447,163240,-180,90
1448,163241,-180,90
1449,163242,-180,90
1450,163243,-90.0000076293945,90.0701217651367
1451,163244,-90.0000076293945,90.0701217651367
1452,163245,-90.0000076293945,90.0701217651367
1453,163246,-90.0000076293945,90.0701217651367
1454,163247,-90.0000076293945,90.0701217651367
1455,163248,-90.0000076293945,90.0701217651367
1456,163249,90,89.9802169799805
1457,163250,90,89.9802169799805
1458,163251,90,89.9802169799805
1459,163252,90,89.9802169799805
1460,163253,90,89.9802169799805
1461,163254,90,89.9802169799805
1462,163255,90.0000076293945,90.0000152587891
1463,163256,90.0000076293945,90.0000152587891
1464,163257,90.0000076293945,90.0000152587891
1465,163258,90.0000076293945,90.0000152587891
1466,163259,90.0000076293945,90.0000152587891
1467,163260,90.0000076293945,90.0000152587891
1468,163261,-90,89.9894180297852
1469,163262,-90,89.9894180297852
1470,163263,-90,89.9894180297852
1471,163264,-90,89.9894180297852
1472,163265,-90,89.9894180297852
1473,163266,-90,89.9894180297852
1474,163267,-180,90
1475,163268,-180,90
1476,163269,-180,90
1477,163270,-180,90
1478,163271,-180,90
1479,163272,-180,90
1480,163273,-90.0000076293945,90.0000152587891
1481,163274,-90.0000076293945,90.0000152587891
1482,163275,-90.0000076293945,90.0000152587891
1483,163276,-90.0000076293945,90.0000152587891
1484,163277,-90.0000076293945,90.0000152587891
1485,163278,-90.0000076293945,90.0000152587891
1486,163279,-178.515884399414,90
1487,163280,-178.515884399414,90
1488,163281,-178.515884399414,90
1489,163282,-178.515884399414,90
1490,163283,-178.515884399414,90
1491,163284,-178.515884399414,90
1492,163285,-180,90
1493,163286,-180,90
1494,163287,-180,90
1495,163288,-180,90
1496,163289,-180,90
1497,163290,-180,90
1498,163291,-90.0000076293945,90.0006790161133
1499,163292,-90.0000076293945,90.0006790161133
1500,163293,-90.0000076293945,90.0006790161133
1501,163294,-90.0000076293945,90.0006790161133
1502,163295,-90.0000076293945,90.0006790161133
1503,163296,-90.0000076293945,90.0006790161133
1504,163297,0,90
1505,163298,0,90
1506,163299,0,90
1507,163300,0,90
1508,163301,0,90
1509,163302,0,90
1510,163303,-180,90
1511,163304,-180,90
1512,163305,-180,90
1513,163306,-180,90
1514,163307,-180,90
1515,163308,-180,90
1516,163309,-90,90.0575485229492
1517,163310,-90,90.0575485229492
1518,163311,-90,90.0575485229492
1519,163312,-90,90.0575485229492
1520,163313,-90,90.0575485229492
1521,163314,-90,90.0575485229492
1522,163315,0,90
1523,163316,0,90
1524,163317,0,90
1525,163318,0,90
1526,163319,0,90
1527,163320,0,90
1528,163321,90,89.9790802001953
1529,163322,90,89.9790802001953
1530,163323,90,89.9790802001953
1531,163324,90,89.9790802001953
1532,163325,90,89.9790802001953
1533,163326,90,89.9790802001953
1534,163327,-179.163726806641,89.9734954833984
1535,163328,-179.163726806641,89.9734954833984
1536,163329,-179.163726806641,89.9734954833984
1537,163330,-179.163726806641,89.9734954833984
1538,163331,-179.163726806641,89.9734954833984
1539,163332,-179.163726806641,89.9734954833984
1540,163333,-90.0000076293945,90.0235061645508
1541,163334,-90.0000076293945,90.0235061645508
1542,163335,-90.0000076293945,90.0235061645508
1543,163336,-90.0000076293945,90.0235061645508
1544,163337,-90.0000076293945,90.0235061645508
1545,163338,-90.0000076293945,90.0235061645508
1546,163339,0.705821096897125,90.0185165405273
1547,163340,0.705821096897125,90.0185165405273
1548,163341,0.705821096897125,90.0185165405273
1549,163342,0.705821096897125,90.0185165405273
1550,163343,0.705821096897125,90.0185165405273
1551,163344,0.705821096897125,90.0185165405273
1552,163345,90,90.0268402099609
1553,163346,90,90.0268402099609
1554,163347,90,90.0268402099609
1555,163348,90,90.0268402099609
1556,163349,90,90.0268402099609
1557,163350,90,90.0268402099609
1558,163351,-90,89.9611968994141
1559,163352,-90,89.9611968994141
1560,163353,-90,89.9611968994141
1561,163354,-90,89.9611968994141
1562,163355,-90,89.9611968994141
1563,163356,-90,89.9611968994141
1564,163357,0,90
1565,163358,0,90
1566,163359,0,90
1567,163360,20.8466815948486,90
1568,163361,20.8466815948486,90
1569,163362,20.8466815948486,90
1570,163363,0,90
1571,163364,0,90
1572,163365,0,90
1573,163366,22.1126041412354,90
1574,163367,22.1126041412354,90
1575,163368,22.1126041412354,90
1576,163369,90.0000076293945,90.0658569335938
1577,163370,90.0000076293945,90.0658569335938
1578,163371,90.0000076293945,90.0658569335938
1579,163372,90.0000076293945,90.0658569335938
1580,163373,90.0000076293945,90.0658569335938
1581,163374,90.0000076293945,90.0658569335938
1582,163375,90.0000076293945,90.0354919433594
1583,163376,90.0000076293945,90.0354919433594
1584,163377,90.0000076293945,90.0354919433594
1585,163378,90.0000076293945,90.0354919433594
1586,163379,90.0000076293945,90.0354919433594
1587,163380,90.0000076293945,90.0354919433594
1588,163381,0,90
1589,163382,0,90
1590,163383,0,90
1591,163384,32.5382308959961,90
1592,163385,32.5382308959961,90
1593,163386,32.5382308959961,90
1594,163387,21.6728382110596,90
1595,163388,21.6728382110596,90
1596,163389,21.6728382110596,90
1597,163390,0,90
1598,163391,0,90
1599,163392,0,90
1600,163393,89.9999923706055,90.0269775390625
1601,163394,89.9999923706055,90.0269775390625
1602,163395,89.9999923706055,90.0269775390625
1603,163396,108.577476501465,90.0269775390625
1604,163397,108.577476501465,90.0269775390625
1605,163398,108.577476501465,90.0269775390625
1606,163399,89.9999923706055,90.0269775390625
1607,163400,89.9999923706055,90.0269775390625
1608,163401,89.9999923706055,90.0269775390625
1609,163402,108.81941986084,90.0269775390625
1610,163403,108.81941986084,90.0269775390625
1611,163404,108.81941986084,90.0269775390625
1612,163405,25.1502647399902,90
1613,163406,25.1502647399902,90
1614,163407,25.1502647399902,90
1615,163408,0,90
1616,163409,0,90
1617,163410,0,90
1618,163411,22.8654537200928,90
1619,163412,22.8654537200928,90
1620,163413,22.8654537200928,90
1621,163414,0,90
1622,163415,0,90
1623,163416,0,90
1624,163417,90.0000076293945,90
1625,163418,90.0000076293945,90
1626,163419,90.0000076293945,90
1627,163420,113.22940826416,90
1628,163421,113.22940826416,90
1629,163422,113.22940826416,90
1630,163423,90.0000076293945,90
1631,163424,90.0000076293945,90
1632,163425,90.0000076293945,90
1633,163426,116.810440063477,90
1634,163427,116.810440063477,90
1635,163428,116.810440063477,90
1636,163429,0,90
1637,163430,0,90
1638,163431,0,90
1639,163432,28.738489151001,90.654541015625
1640,163433,28.738489151001,90.654541015625
1641,163434,28.738489151001,90.654541015625
1642,163435,24.4700717926025,90.4909286499023
1643,163436,24.4700717926025,90.4909286499023
1644,163437,24.4700717926025,90.4909286499023
1645,163438,0,90
1646,163439,0,90
1647,163440,0,90
1648,163441,-180,90
1649,163442,-180,90
1650,163443,-180,90
1651,163444,-180,90
1652,163445,-180,90
1653,163446,-180,90
1654,163447,90.0000076293945,90
1655,163448,90.0000076293945,90
1656,163449,90.0000076293945,90
1657,163450,116.320404052734,91.9601211547852
1658,163451,116.320404052734,91.9601211547852
1659,163452,116.320404052734,91.9601211547852
1660,163453,116.819435119629,91.9940795898438
1661,163454,116.819435119629,91.9940795898438
1662,163455,116.819435119629,91.9940795898438
1663,163456,90.0000076293945,90
1664,163457,90.0000076293945,90
1665,163458,90.0000076293945,90
1666,163459,0,90
1667,163460,0,90
1668,163461,0,90
1669,163462,0,90
1670,163463,0,90
1671,163464,0,90
1672,163465,-180,90
1673,163466,-180,90
1674,163467,-180,90
1675,163468,-180,90
1676,163469,-180,90
1677,163470,-180,90
1678,163471,90.0000076293945,90
1679,163472,90.0000076293945,90
1680,163473,90.0000076293945,90
1681,163474,110.262603759766,91.5353622436523
1682,163475,110.262603759766,91.5353622436523
1683,163476,110.262603759766,91.5353622436523
