VID,PID,Hang,Vang
273,162066,114.545097351074,89.9934539794922
274,162067,-152.581756591797,90.0942611694336
275,162068,-152.581756591797,90.0942611694336
276,162069,-152.581756591797,90.0942611694336
277,162070,-152.581756591797,90.0942611694336
278,162071,-152.581756591797,90.0942611694336
279,162072,-152.581756591797,90.0942611694336
280,162073,-135.311141967773,90.0900115966797
281,162074,-135.311141967773,90.0900115966797
282,162075,-135.311141967773,90.0900115966797
283,162076,-135.311141967773,90.0900115966797
284,162077,-135.311141967773,90.0900115966797
285,162078,-135.311141967773,90.0900115966797
286,162079,90.0000076293945,89.9732971191406
287,162080,90.0000076293945,89.9732971191406
288,162081,90.0000076293945,89.9732971191406
289,162082,90.0000076293945,89.9732971191406
290,162083,90.0000076293945,89.9732971191406
291,162084,90.0000076293945,89.9732971191406
292,162085,-90,90.0222473144531
293,162086,-90,90.0222473144531
294,162087,-90,90.0222473144531
295,162088,-90,90.0222473144531
296,162089,-90,90.0222473144531
297,162090,-90,90.0222473144531
298,162091,-90.0000076293945,90.0216751098633
299,162092,-90.0000076293945,90.0216751098633
300,162093,-90.0000076293945,90.0216751098633
301,162094,-90.0000076293945,90.0216751098633
302,162095,-90.0000076293945,90.0216751098633
303,162096,-90.0000076293945,90.0216751098633
304,162097,90,89.9839477539063
305,162098,90,89.9839477539063
306,162099,90,89.9839477539063
307,162100,90,89.9839477539063
308,162101,90,89.9839477539063
309,162102,90,89.9839477539063
310,162103,-180,89.9777526855469
311,162104,-180,89.9777526855469
312,162105,-180,89.9777526855469
313,162106,-180,89.9777526855469
314,162107,-180,89.9777526855469
315,162108,-180,89.9777526855469
316,162109,-155.744293212891,89.9797210693359
317,162110,-155.744293212891,89.9797210693359
318,162111,-155.744293212891,89.9797210693359
319,162112,-155.744293212891,89.9797210693359
320,162113,-155.744293212891,89.9797210693359
321,162114,-155.744293212891,89.9797210693359
322,162115,89.9999694824219,89.9809722900391
323,162116,89.9999694824219,89.9809722900391
324,162117,89.9999694824219,89.9809722900391
325,162118,89.9999694824219,89.9809722900391
326,162119,89.9999694824219,89.9809722900391
327,162120,89.9999694824219,89.9809722900391
328,162121,113.754028320313,89.9825897216797
329,162122,113.754028320313,89.9825897216797
330,162123,113.754028320313,89.9825897216797
331,162124,113.754028320313,89.9825897216797
332,162125,113.754028320313,89.9825897216797
333,162126,113.754028320313,89.9825897216797
334,162127,179.972030639648,90.00439453125
335,162128,179.972030639648,90.00439453125
336,162129,179.972030639648,90.00439453125
337,162130,179.972030639648,90.00439453125
338,162131,179.972030639648,90.00439453125
339,162132,179.972030639648,90.00439453125
340,162133,-155.632507324219,90.0039978027344
341,162134,-155.632507324219,90.0039978027344
342,162135,-155.632507324219,90.0039978027344
343,162136,-155.632507324219,90.0039978027344
344,162137,-155.632507324219,90.0039978027344
345,162138,-155.632507324219,90.0039978027344
346,162139,0,90
347,162140,0,90
348,162141,0,90
349,162142,0,90
350,162143,0,90
351,162144,0,90
352,162145,24.0967483520508,90
353,162146,24.0967483520508,90
354,162147,24.0967483520508,90
355,162148,24.0967483520508,90
356,162149,24.0967483520508,90
357,162150,24.0967483520508,90
358,162151,-90,90.035400390625
359,162152,-90,90.035400390625
360,162153,-90,90.035400390625
361,162154,-90,90.035400390625
362,162155,-90,90.035400390625
363,162156,-90,90.035400390625
364,162157,90.0000076293945,89.9809875488281
365,162158,90.0000076293945,89.9809875488281
366,162159,90.0000076293945,89.9809875488281
367,162160,90.0000076293945,89.9809875488281
368,162161,90.0000076293945,89.9809875488281
369,162162,90.0000076293945,89.9809875488281
370,162163,18.0805625915527,90
371,162164,18.0805625915527,90
372,162165,18.0805625915527,90
373,162166,18.0805625915527,90
374,162167,18.0805625915527,90
375,162168,18.0805625915527,90
376,162169,45.1588973999023,90
377,162170,45.1588973999023,90
378,162171,45.1588973999023,90
379,162172,45.1588973999023,90
380,162173,45.1588973999023,90
381,162174,45.1588973999023,90
382,162175,-90.0000076293945,90.019660949707
383,162176,-90.0000076293945,90.019660949707
384,162177,-90.0000076293945,90.019660949707
385,162178,-90.0000076293945,90.019660949707
386,162179,-90.0000076293945,90.019660949707
387,162180,-90.0000076293945,90.019660949707
388,162181,90.0000076293945,90.0650787353516
389,162182,90.0000076293945,90.0650787353516
390,162183,90.0000076293945,90.0650787353516
391,162184,90.0000076293945,90.0650787353516
392,162185,90.0000076293945,90.0650787353516
393,162186,90.0000076293945,90.0650787353516
394,162187,-54.3176002502441,90
395,162188,-54.3176002502441,90
396,162189,-54.3176002502441,90
397,162190,-54.3176002502441,90
398,162191,-54.3176002502441,90
399,162192,-54.3176002502441,90
400,162193,-30.7315139770508,90
401,162194,-30.7315139770508,90
402,162195,-30.7315139770508,90
403,162196,-30.7315139770508,90
404,162197,-30.7315139770508,90
405,162198,-30.7315139770508,90
406,162199,35.3112640380859,90
407,162200,35.3112640380859,90
408,162201,35.3112640380859,90
409,162202,35.3112640380859,90
410,162203,35.3112640380859,90
411,162204,35.3112640380859,90
412,162205,59.6936874389648,90
413,162206,59.6936874389648,90
414,162207,59.6936874389648,90
415,162208,59.6936874389648,90
416,162209,59.6936874389648,90
417,162210,59.6936874389648,90
418,162211,-2.33715915679932,90.0318222045898
419,162212,-2.33715915679932,90.0318222045898
420,162213,-2.33715915679932,90.0318222045898
421,162214,-2.33715915679932,90.0318298339844
422,162215,-2.33715915679932,90.0318298339844
423,162216,-2.33715915679932,90.0318298339844
424,162217,22.7858352661133,90.0288238525391
425,162218,22.7858352661133,90.0288238525391
426,162219,22.7858352661133,90.0288238525391
427,162220,22.7858276367188,90.0288238525391
428,162221,22.7858276367188,90.0288238525391
429,162222,22.7858276367188,90.0288238525391
430,162223,90,90.0305786132813
431,162224,90,90.0305786132813
432,162225,90,90.0305786132813
433,162226,90,90.0305786132813
434,162227,90,90.0305786132813
435,162228,90,90.0305786132813
436,162229,-90,89.94287109375
437,162230,-90,89.94287109375
438,162231,-90,89.94287109375
439,162232,-90,89.94287109375
440,162233,-90,89.94287109375
441,162234,-90,89.94287109375
442,162235,-90,90.044059753418
443,162236,-90,90.044059753418
444,162237,-90,90.044059753418
445,162238,-85.8690948486328,90.0439376831055
446,162239,-85.8690948486328,90.0439376831055
447,162240,-85.8690948486328,90.0439376831055
448,162241,90,90.0653305053711
449,162242,90,90.0653305053711
450,162243,90,90.0653305053711
451,162244,94.2453384399414,90.0649566650391
452,162245,94.2453384399414,90.0649566650391
453,162246,94.2453384399414,90.0649566650391
454,162247,-90,90.0502777099609
455,162248,-90,90.0502777099609
456,162249,-90,90.0502777099609
457,162250,-90,90.0502777099609
458,162251,-90,90.0502777099609
459,162252,-90,90.0502777099609
460,162253,90,89.970588684082
461,162254,90,89.970588684082
462,162255,90,89.970588684082
463,162256,90,89.970588684082
464,162257,90,89.970588684082
465,162258,90,89.970588684082
466,162259,-173.549118041992,89.9808502197266
467,162260,-173.549118041992,89.9808502197266
468,162261,-173.549118041992,89.9808502197266
469,162262,-173.549118041992,89.9808502197266
470,162263,-173.549118041992,89.9808502197266
471,162264,-173.549118041992,89.9808502197266
472,162265,-149.317077636719,89.982536315918
473,162266,-149.317077636719,89.982536315918
474,162267,-149.317077636719,89.982536315918
475,162268,-149.317077636719,89.982536315918
476,162269,-149.317077636719,89.982536315918
477,162270,-149.317077636719,89.982536315918
478,162271,179.960433959961,90.0031280517578
479,162272,179.960433959961,90.0031280517578
480,162273,179.960433959961,90.0031280517578
481,162274,179.960433959961,90.0031280517578
482,162275,179.960433959961,90.0031280517578
483,162276,179.960433959961,90.0031280517578
484,162277,-156.455688476563,90.0028686523438
485,162278,-156.455688476563,90.0028686523438
486,162279,-156.455688476563,90.0028686523438
487,162280,-156.455688476563,90.0028686523438
488,162281,-156.455688476563,90.0028686523438
489,162282,-156.455688476563,90.0028686523438
490,162283,-90,90.0340118408203
491,162284,-90,90.0340118408203
492,162285,-90,90.0340118408203
493,162286,-90,90.0340118408203
494,162287,-90,90.0340118408203
495,162288,-90,90.0340118408203
496,162289,-65.6519775390625,90.0309829711914
497,162290,-65.6519775390625,90.0309829711914
498,162291,-65.6519775390625,90.0309829711914
499,162292,-65.6519775390625,90.0309829711914
500,162293,-65.6519775390625,90.0309829711914
501,162294,-65.6519775390625,90.0309829711914
502,162295,127.084045410156,90
503,162296,127.084045410156,90
504,162297,127.084045410156,90
505,162298,127.084045410156,90
506,162299,127.084045410156,90
507,162300,127.084045410156,90
508,162301,150.579208374023,90
509,162302,150.579208374023,90
510,162303,150.579208374023,90
511,162304,150.579208374023,90
512,162305,150.579208374023,90
513,162306,150.579208374023,90
514,162307,35.47607421875,90
515,162308,35.47607421875,90
516,162309,35.47607421875,90
517,162310,35.47607421875,90
518,162311,35.47607421875,90
519,162312,35.47607421875,90
520,162313,59.6571273803711,90
521,162314,59.6571273803711,90
522,162315,59.6571273803711,90
523,162316,59.6571273803711,90
524,162317,59.6571273803711,90
525,162318,59.6571273803711,90
526,162319,125.256874084473,90
527,162320,125.256874084473,90
528,162321,125.256874084473,90
529,162322,125.256874084473,90
530,162323,125.256874084473,90
531,162324,125.256874084473,90
532,162325,148.842315673828,90
533,162326,148.842315673828,90
534,162327,148.842315673828,90
535,162328,148.842315673828,90
536,162329,148.842315673828,90
537,162330,148.842315673828,90
538,162331,-146.786636352539,90.0019989013672
539,162332,-146.786636352539,90.0019989013672
540,162333,-146.786636352539,90.0019989013672
541,162334,-146.786636352539,90.0019989013672
542,162335,-146.786636352539,90.0019989013672
543,162336,-146.786636352539,90.0019989013672
544,162337,-120.89379119873,90.0018081665039
545,162338,-120.89379119873,90.0018081665039
546,162339,-120.89379119873,90.0018081665039
547,162340,-120.89379119873,90.0018081665039
548,162341,-120.89379119873,90.0018081665039
549,162342,-120.89379119873,90.0018081665039
550,162343,-54.0926170349121,90
551,162344,-54.0926170349121,90
552,162345,-54.0926170349121,90
553,162346,-54.0926170349121,90
554,162347,-54.0926170349121,90
555,162348,-54.0926170349121,90
556,162349,-29.892599105835,90
557,162350,-29.892599105835,90
558,162351,-29.892599105835,90
559,162352,-29.892599105835,90
560,162353,-29.892599105835,90
561,162354,-29.892599105835,90
562,162355,-144.126953125,90
563,162356,-144.126953125,90
564,162357,-144.126953125,90
565,162358,-144.126953125,90
566,162359,-144.126953125,90
567,162360,-144.126953125,90
568,162361,-120.782157897949,90
569,162362,-120.782157897949,90
570,162363,-120.782157897949,90
571,162364,-120.782157897949,90
572,162365,-120.782157897949,90
573,162366,-120.782157897949,90
574,162367,125.166061401367,90
575,162368,125.166061401367,90
576,162369,125.166061401367,90
577,162370,125.166061401367,90
578,162371,125.166061401367,90
579,162372,125.166061401367,90
580,162373,149.353713989258,90
581,162374,149.353713989258,90
582,162375,149.353713989258,90
583,162376,149.353713989258,90
584,162377,149.353713989258,90
585,162378,149.353713989258,90
586,162379,-144.528549194336,90
587,162380,-144.528549194336,90
588,162381,-144.528549194336,90
589,162382,-144.528549194336,90
590,162383,-144.528549194336,90
591,162384,-144.528549194336,90
592,162385,-121.188117980957,90
593,162386,-121.188117980957,90
594,162387,-121.188117980957,90
595,162388,-121.188117980957,90
596,162389,-121.188117980957,90
597,162390,-121.188117980957,90
598,162391,125.342987060547,90
599,162392,125.342987060547,90
600,162393,125.342987060547,90
601,162394,125.342987060547,90
602,162395,125.342987060547,90
603,162396,125.342987060547,90
604,162397,148.76887512207,90
605,162398,148.76887512207,90
606,162399,148.76887512207,90
607,162400,148.76887512207,90
608,162401,148.76887512207,90
609,162402,148.76887512207,90
610,162403,35.421875,90
611,162404,35.421875,90
612,162405,35.421875,90
613,162406,35.421875,90
614,162407,35.421875,90
615,162408,35.421875,90
616,162409,59.2764854431152,89.9999923706055
617,162410,59.2764854431152,89.9999923706055
618,162411,59.2764854431152,89.9999923706055
619,162412,59.2764854431152,89.9999923706055
620,162413,59.2764854431152,89.9999923706055
621,162414,59.2764854431152,89.9999923706055
622,162415,126.148651123047,90
623,162416,126.148651123047,90
624,162417,126.148651123047,90
625,162418,126.148651123047,90
626,162419,126.148651123047,90
627,162420,126.148651123047,90
628,162421,149.641723632813,90
629,162422,149.641723632813,90
630,162423,149.641723632813,90
631,162424,149.641723632813,90
632,162425,149.641723632813,90
633,162426,149.641723632813,90
634,162427,-143.077499389648,90
635,162428,-143.077499389648,90
636,162429,-143.077499389648,90
637,162430,-143.077499389648,90
638,162431,-143.077499389648,90
639,162432,-143.077499389648,90
640,162433,-119.929664611816,90
641,162434,-119.929664611816,90
642,162435,-119.929664611816,90
643,162436,-119.929664611816,90
644,162437,-119.929664611816,90
645,162438,-119.929664611816,90
646,162439,-180,90.0383377075195
647,162440,-180,90.0383377075195
648,162441,-180,90.0383377075195
649,162442,-180,90.0383377075195
650,162443,-180,90.0383377075195
651,162444,-180,90.0383377075195
652,162445,89.9999923706055,89.9767761230469
653,162446,89.9999923706055,89.9767761230469
654,162447,89.9999923706055,89.9767761230469
655,162448,89.9999923706055,89.9767761230469
656,162449,89.9999923706055,89.9767761230469
657,162450,89.9999923706055,89.9767761230469
658,162451,-90.0000152587891,89.9376220703125
659,162452,-90.0000152587891,89.9376220703125
660,162453,-90.0000152587891,89.9376220703125
661,162454,-90.0000152587891,89.9376220703125
662,162455,-90.0000152587891,89.9376220703125
663,162456,-90.0000152587891,89.9376220703125
664,162457,0,90
665,162458,0,90
666,162459,0,90
667,162460,0,90
668,162461,0,90
669,162462,0,90
670,162463,-180,90.0016326904297
671,162464,-180,90.0016326904297
672,162465,-180,90.0016326904297
673,162466,-180,90.0016326904297
674,162467,-180,90.0016326904297
675,162468,-180,90.0016326904297
676,162469,90.0000076293945,90.0104827880859
677,162470,90.0000076293945,90.0104827880859
678,162471,90.0000076293945,90.0104827880859
679,162472,90.0000076293945,90.0104827880859
680,162473,90.0000076293945,90.0104827880859
681,162474,90.0000076293945,90.0104827880859
682,162475,114.143447875977,90.0095825195313
683,162476,114.143447875977,90.0095825195313
684,162477,114.143447875977,90.0095825195313
685,162478,114.143447875977,90.0095825195313
686,162479,114.143447875977,90.0095825195313
687,162480,114.143447875977,90.0095825195313
688,162481,0,90
689,162482,0,90
690,162483,0,90
691,162484,0,90
692,162485,0,90
693,162486,0,90
694,162487,-180,90
695,162488,-180,90
696,162489,-180,90
697,162490,-180,90
698,162491,-180,90
699,162492,-180,90
700,162493,-90,89.9910507202148
701,162494,-90,89.9910507202148
702,162495,-90,89.9910507202148
703,162496,-90,89.9910507202148
704,162497,-90,89.9910507202148
705,162498,-90,89.9910507202148
706,162499,-66.2842025756836,89.991813659668
707,162500,-66.2842025756836,89.991813659668
708,162501,-66.2842025756836,89.991813659668
709,162502,-66.2842025756836,89.991813659668
710,162503,-66.2842025756836,89.991813659668
711,162504,-66.2842025756836,89.991813659668
712,162505,90,89.9749069213867
713,162506,90,89.9749069213867
714,162507,90,89.9749069213867
715,162508,90,89.9749069213867
716,162509,90,89.9749069213867
717,162510,90,89.9749069213867
718,162511,115.558853149414,89.9773712158203
719,162512,115.558853149414,89.9773712158203
720,162513,115.558853149414,89.9773712158203
721,162514,115.558853149414,89.9773712158203
722,162515,115.558853149414,89.9773712158203
723,162516,115.558853149414,89.9773712158203
724,162517,-180,90.0053253173828
725,162518,-180,90.0053253173828
726,162519,-180,90.0053253173828
727,162520,-180,90.0053253173828
728,162521,-180,90.0053253173828
729,162522,-180,90.0053253173828
730,162523,-155.141265869141,90.0048294067383
731,162524,-155.141265869141,90.0048294067383
732,162525,-155.141265869141,90.0048294067383
733,162526,-155.141265869141,90.0048294067383
734,162527,-155.141265869141,90.0048294067383
735,162528,-155.141265869141,90.0048294067383
736,162529,-90,89.9841384887695
737,162530,-90,89.9841384887695
738,162531,-90,89.9841384887695
739,162532,-90,89.9841384887695
740,162533,-90,89.9841384887695
741,162534,-90,89.9841384887695
742,162535,90.0000076293945,90.0227203369141
743,162536,90.0000076293945,90.0227203369141
744,162537,90.0000076293945,90.0227203369141
745,162538,90.0000076293945,90.0227203369141
746,162539,90.0000076293945,90.0227203369141
747,162540,90.0000076293945,90.0227203369141
748,162541,-180,89.9844207763672
749,162542,-180,89.9844207763672
750,162543,-180,89.9844207763672
751,162544,-180,89.9844207763672
752,162545,-180,89.9844207763672
753,162546,-180,89.9844207763672
754,162547,-156.018157958984,89.9857635498047
755,162548,-156.018157958984,89.9857635498047
756,162549,-156.018157958984,89.9857635498047
757,162550,-156.018157958984,89.9857635498047
758,162551,-156.018157958984,89.9857635498047
759,162552,-156.018157958984,89.9857635498047
760,162553,-1.3847975730896,90
761,162554,-1.3847975730896,90
762,162555,-1.3847975730896,90
763,162556,-1.3847975730896,90
764,162557,-1.3847975730896,90
765,162558,-1.3847975730896,90
766,162559,23.4292602539063,90
767,162560,23.4292602539063,90
768,162561,23.4292602539063,90
769,162562,23.4292602539063,90
770,162563,23.4292602539063,90
771,162564,23.4292602539063,90
772,162565,90,89.996940612793
773,162566,90,89.996940612793
774,162567,90,89.996940612793
775,162568,90,89.996940612793
776,162569,90,89.996940612793
777,162570,90,89.996940612793
778,162571,113.683113098145,89.997200012207
779,162572,113.683113098145,89.997200012207
780,162573,113.683113098145,89.997200012207
781,162574,113.683113098145,89.997200012207
782,162575,113.683113098145,89.997200012207
783,162576,113.683113098145,89.997200012207
784,162577,-54.3720245361328,90
785,162578,-54.3720245361328,90
786,162579,-54.3720245361328,90
787,162580,-54.3720245361328,90
788,162581,-54.3720245361328,90
789,162582,-54.3720245361328,90
790,162583,-29.6370048522949,90
791,162584,-29.6370048522949,90
792,162585,-29.6370048522949,90
793,162586,-29.6370048522949,90
794,162587,-29.6370048522949,90
795,162588,-29.6370048522949,90
796,162589,-143.418167114258,90.0936126708984
797,162590,-143.418167114258,90.0936126708984
798,162591,-143.418167114258,90.0936126708984
799,162592,-143.418167114258,90.0936126708984
800,162593,-143.418167114258,90.0936126708984
801,162594,-143.418167114258,90.0936126708984
802,162595,-121.55827331543,90.0936050415039
803,162596,-121.55827331543,90.0936050415039
804,162597,-121.55827331543,90.0936050415039
805,162598,-121.55827331543,90.0936050415039
806,162599,-121.55827331543,90.0936050415039
807,162600,-121.55827331543,90.0936050415039
808,162601,-54.0961036682129,90
809,162602,-54.0961036682129,90
810,162603,-54.0961036682129,90
811,162604,-54.0961036682129,90
812,162605,-54.0961036682129,90
813,162606,-54.0961036682129,90
814,162607,-29.2309074401855,90
815,162608,-29.2309074401855,90
816,162609,-29.2309074401855,90
817,162610,-29.2309074401855,90
818,162611,-29.2309074401855,90
819,162612,-29.2309074401855,90
820,162613,-144.220138549805,90.1019058227539
821,162614,-144.220138549805,90.1019058227539
822,162615,-144.220138549805,90.1019058227539
823,162616,-144.220138549805,90.1019058227539
824,162617,-144.220138549805,90.1019058227539
825,162618,-144.220138549805,90.1019058227539
826,162619,-123.603546142578,90.0953750610352
827,162620,-123.603546142578,90.0953750610352
828,162621,-123.603546142578,90.0953750610352
829,162622,-123.603546142578,90.0953750610352
830,162623,-123.603546142578,90.0953750610352
831,162624,-123.603546142578,90.0953750610352
832,162625,-90.0000076293945,90.019660949707
833,162626,-90.0000076293945,90.019660949707
834,162627,-90.0000076293945,90.019660949707
835,162628,-90.0000076293945,90.019660949707
836,162629,-90.0000076293945,90.019660949707
837,162630,-90.0000076293945,90.019660949707
838,162631,-34.5712928771973,90
839,162632,-34.5712928771973,90
840,162633,-34.5712928771973,90
841,162634,-32.621150970459,90
842,162635,-32.621150970459,90
843,162636,-32.621150970459,90
844,162637,-53.5399055480957,90
845,162638,-53.5399055480957,90
846,162639,-53.5399055480957,90
847,162640,-53.5399055480957,90
848,162641,-53.5399055480957,90
849,162642,-53.5399055480957,90
850,162643,-32.9505920410156,90
851,162644,-32.9505920410156,90
852,162645,-32.9505920410156,90
853,162646,-30.5398006439209,90
854,162647,-30.5398006439209,90
855,162648,-30.5398006439209,90
856,162649,-54.9206619262695,90
857,162650,-54.9206619262695,90
858,162651,-54.9206619262695,90
859,162652,-54.9206619262695,90
860,162653,-54.9206619262695,90
861,162654,-54.9206619262695,90
862,162655,-121.205177307129,90.0001983642578
863,162656,-121.205177307129,90.0001983642578
864,162657,-121.205177307129,90.0001983642578
865,162658,-125.251365661621,90.0004577636719
866,162659,-125.251365661621,90.0004577636719
867,162660,-125.251365661621,90.0004577636719
868,162661,-143.874572753906,90.000244140625
869,162662,-143.874572753906,90.000244140625
870,162663,-143.874572753906,90.000244140625
871,162664,-143.874572753906,90.000244140625
872,162665,-143.874572753906,90.000244140625
873,162666,-143.874572753906,90.000244140625
874,162667,64.6162109375,90.029655456543
875,162668,64.6162109375,90.029655456543
876,162669,64.6162109375,90.029655456543
877,162670,58.0704116821289,90.0300598144531
878,162671,58.0704116821289,90.0300598144531
879,162672,58.0704116821289,90.0300598144531
880,162673,36.644832611084,90.0300598144531
881,162674,36.644832611084,90.0300598144531
882,162675,36.644832611084,90.0300598144531
883,162676,36.644832611084,90.0300598144531
884,162677,36.644832611084,90.0300598144531
885,162678,36.644832611084,90.0300598144531
886,162679,-39.5659408569336,90
887,162680,-39.5659408569336,90
888,162681,-39.5659408569336,90
889,162682,-39.0563850402832,90
890,162683,-39.0563850402832,90
891,162684,-39.0563850402832,90
892,162685,-55.0448112487793,90
893,162686,-55.0448112487793,90
894,162687,-55.0448112487793,90
895,162688,-55.0448112487793,90
896,162689,-55.0448112487793,90
897,162690,-55.0448112487793,90
898,162691,-130.611877441406,90
