PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
82,0,0,10.1931667327881,-87.1856307983398,-129.455154418945,7,0,0,0
83,0,0,10.1931667327881,-88.1850814819336,-129.421966552734,7,0,0,0
84,0,0,10.1931667327881,-89.1845321655273,-129.388778686523,7,0,0,0
85,0,0,10.1931667327881,-90.1839828491211,-129.355590820313,7,0,0,0
86,0,0,10.1931667327881,-91.1834335327148,-129.322402954102,7,0,0,0
87,0,0,10.1931667327881,-92.1828842163086,-129.289215087891,7,0,0,0
88,0,0,10.1931667327881,-93.1823348999023,-129.25602722168,7,0,0,0
89,0,0,10.1931667327881,-94.1817855834961,-129.222839355469,7,0,0,0
90,0,0,10.1931667327881,-95.1812362670898,-129.189651489258,7,0,0,0
91,0,0,10.1931667327881,-96.1806869506836,-129.156463623047,7,0,0,0
92,0,0,10.1931667327881,-97.1801376342773,-129.123275756836,7,0,0,0
93,0,0,10.1931667327881,-98.1795883178711,-129.090087890625,7,0,0,0
94,0,0,10.1931667327881,-99.1790390014648,-129.056900024414,7,0,0,0
95,0,0,10.1931667327881,-100.178489685059,-129.023712158203,7,0,0,0
96,0,0,10.1931667327881,-101.177940368652,-128.990524291992,7,0,0,0
97,0,0,10.1931667327881,-102.177391052246,-128.957336425781,7,0,0,0
98,0,0,10.1931667327881,-103.17684173584,-128.92414855957,7,0,0,0
99,0,0,10.1931667327881,-104.176292419434,-128.890960693359,7,0,0,0
100,0,0,10.1931667327881,-105.175743103027,-128.857772827148,7,0,0,0
101,0,0,10.1931667327881,-106.175193786621,-128.824584960938,7,0,0,0
102,0,0,10.1931667327881,-107.174644470215,-128.791397094727,7,0,0,0
103,0,0,10.1931667327881,-108.174095153809,-128.758209228516,7,0,0,0
104,0,0,10.1931667327881,-109.173545837402,-128.725021362305,7,0,0,0
105,0,0,10.1931667327881,-110.172996520996,-128.691833496094,7,0,0,0
106,0,0,10.1931667327881,-111.17244720459,-128.658645629883,7,0,0,0
107,0,0,10.1931667327881,-112.171897888184,-128.625457763672,7,0,0,0
108,0,0,10.1931667327881,-113.171348571777,-128.592269897461,7,0,0,0
109,0,0,10.1931667327881,-114.170799255371,-128.55908203125,7,0,0,0
110,0,0,10.1931667327881,-115.170249938965,-128.525894165039,7,0,0,0
111,0,0,10.1931667327881,-116.169700622559,-128.492706298828,7,0,0,0
112,0,0,10.1931667327881,-117.169151306152,-128.459518432617,7,0,0,0
113,0,0,10.1931667327881,-118.168601989746,-128.426330566406,7,0,0,0
114,0,0,10.1931667327881,-119.16805267334,-128.393142700195,7,0,0,0
115,0,0,10.1931667327881,-120.167503356934,-128.359954833984,7,0,0,0
116,0,0,10.1931667327881,-121.166954040527,-128.326766967773,7,0,0,0
117,0,0,10.1931667327881,-122.166404724121,-128.293579101563,7,0,0,0
118,0,0,10.1931667327881,-123.165855407715,-128.260391235352,7,0,0,0
119,0,0,10.1931667327881,-124.165306091309,-128.227203369141,7,0,0,0
120,0,0,10.1931667327881,-125.164756774902,-128.19401550293,7,0,0,0
121,0,0,10.1931667327881,-126.164207458496,-128.160827636719,7,0,0,0
122,0,0,10.1931667327881,-127.16365814209,-128.127639770508,7,0,0,0
123,0,0,10.1931667327881,-128.163101196289,-128.094451904297,7,0,0,0
124,0,0,10.1931667327881,-129.162551879883,-128.061264038086,7,0,0,0
125,0,0,10.1931667327881,-130.162002563477,-128.028076171875,7,0,0,0
126,0,0,10.1931667327881,-131.16145324707,-127.99488067627,7,0,0,0
127,0,0,10.1931667327881,-132.160903930664,-127.961685180664,7,0,0,0
128,0,0,10.1931667327881,-133.160354614258,-127.928489685059,7,0,0,0
129,0,0,10.1931667327881,-134.159805297852,-127.895294189453,7,0,0,0
130,0,0,10.1931667327881,-135.159255981445,-127.862098693848,7,0,0,0
131,0,0,10.1931667327881,-136.158706665039,-127.828903198242,7,0,0,0
132,0,0,10.1931667327881,-137.158157348633,-127.795707702637,7,0,0,0
133,0,0,10.1931667327881,-138.157608032227,-127.762519836426,7,0,0,0
134,0,0,10.1931667327881,-139.15705871582,-127.72932434082,7,0,0,0
135,0,0,10.1931667327881,-140.156509399414,-127.696136474609,7,0,0,0
136,0,0,10.1931667327881,-141.155960083008,-127.662940979004,7,0,0,0
137,0,0,10.1931667327881,-142.155410766602,-127.629753112793,7,0,0,0
138,0,0,10.1931667327881,-143.154861450195,-127.596557617188,7,0,0,0
139,0,0,10.1931667327881,-144.154312133789,-127.563369750977,7,0,0,0
140,0,0,10.1931667327881,-145.153762817383,-127.530174255371,7,0,0,0
141,0,0,10.1931667327881,-146.153213500977,-127.49698638916,7,0,0,0
142,0,0,10.1931667327881,-147.15266418457,-127.463790893555,7,0,0,0
143,0,0,10.1931667327881,-148.152114868164,-127.430603027344,7,0,0,0
144,0,0,10.1931667327881,-149.151565551758,-127.397407531738,7,0,0,0
145,0,0,10.1931667327881,-150.151016235352,-127.364219665527,7,0,0,0
146,0,0,10.1931667327881,-151.150466918945,-127.331024169922,7,0,0,0
147,0,0,10.1931667327881,-152.149917602539,-127.297836303711,7,0,0,0
148,0,0,10.1931667327881,-153.149368286133,-127.264640808105,7,0,0,0
149,0,0,10.1931667327881,-154.148818969727,-127.231452941895,7,0,0,0
150,0,0,10.1931667327881,-155.14826965332,-127.198257446289,7,0,0,0
151,0,0,10.1931667327881,-156.147720336914,-127.165069580078,7,0,0,0
152,0,0,10.1931667327881,-157.147171020508,-127.131874084473,7,0,0,0
153,0,0,10.1931667327881,-158.146621704102,-127.098686218262,7,0,0,0
154,0,0,10.1931667327881,-159.146072387695,-127.065490722656,7,0,0,0
155,0,0,10.1931667327881,-160.145523071289,-127.032302856445,7,0,0,0
156,0,0,10.1931667327881,-161.144973754883,-126.99910736084,7,0,0,0
157,0,0,10.1931667327881,-162.144424438477,-126.965919494629,7,0,0,0
158,0,0,10.1931667327881,-163.14387512207,-126.932723999023,7,0,0,0
159,0,0,10.1931667327881,-164.143325805664,-126.899536132813,7,0,0,0
160,0,0,10.1931667327881,-165.142776489258,-126.866340637207,7,0,0,0
161,0,0,10.1931667327881,-166.142227172852,-126.833152770996,7,0,0,0
162,0,0,10.1931667327881,-167.141677856445,-126.799957275391,7,0,0,0
163,0,0,10.1931667327881,-168.141128540039,-126.76676940918,7,0,0,0
164,0,0,10.1931667327881,-169.140579223633,-126.733573913574,7,0,0,0
165,0,0,10.1931667327881,-170.140029907227,-126.700386047363,7,0,0,0
166,0,0,10.1931667327881,-171.13948059082,-126.667190551758,7,0,0,0
167,0,0,10.1931667327881,-172.138931274414,-126.634002685547,7,0,0,0
168,0,0,10.1931667327881,-173.138381958008,-126.600807189941,7,0,0,0
169,0,0,10.1931667327881,-174.137832641602,-126.56761932373,7,0,0,0
170,0,0,10.1931667327881,-175.137283325195,-126.534423828125,7,0,0,0
171,0,0,10.1931667327881,-176.136734008789,-126.501235961914,7,0,0,0
172,0,0,10.1931667327881,-177.136184692383,-126.468040466309,7,0,0,0
173,0,0,10.1931667327881,-178.135635375977,-126.434852600098,7,0,0,0
174,0,0,10.1931667327881,-178.898727416992,-126.485290527344,7,0,0,0
175,0,0,10.1931667327881,-179.87434387207,-126.704788208008,7,0,0,0
176,0,0,10.1931667327881,-180.22297668457,-127.57746887207,7,0,0,0
177,0,0,10.1931667327881,-180.482192993164,-128.54328918457,7,0,0,0
178,0,0,10.1931667327881,-180.491516113281,-128.578002929688,7,0,0,0
179,0,0,10.1931667327881,-6.2049560546875,-127.222290039063,7,0,0,0
180,0,0,10.1931667327881,-7.20478630065918,-127.203857421875,7,0,0,0
181,0,0,10.1931667327881,-8.20461654663086,-127.185424804688,7,0,0,0
182,0,0,10.1931667327881,-9.20444679260254,-127.1669921875,7,0,0,0
183,0,0,10.1931667327881,-10.2042770385742,-127.148559570313,7,0,0,0
184,0,0,10.1931667327881,-11.2041072845459,-127.130126953125,7,0,0,0
185,0,0,10.1931667327881,-12.2039375305176,-127.111694335938,7,0,0,0
186,0,0,10.1931667327881,-13.2037677764893,-127.09326171875,7,0,0,0
187,0,0,10.1931667327881,-14.2035980224609,-127.074829101563,7,0,0,0
188,0,0,10.1931667327881,-15.2034282684326,-127.05640411377,7,0,0,0
189,0,0,10.1931667327881,-16.2032585144043,-127.037971496582,7,0,0,0
190,0,0,10.1931667327881,-17.203088760376,-127.019546508789,7,0,0,0
191,0,0,10.1931667327881,-18.2029190063477,-127.001113891602,7,0,0,0
192,0,0,10.1931667327881,-19.2027492523193,-126.982688903809,7,0,0,0
193,0,0,10.1931667327881,-20.202579498291,-126.964256286621,7,0,0,0
194,0,0,10.1931667327881,-21.2024097442627,-126.945831298828,7,0,0,0
195,0,0,10.1931667327881,-22.2022399902344,-126.927398681641,7,0,0,0
196,0,0,10.1931667327881,-23.2020702362061,-126.908973693848,7,0,0,0
197,0,0,10.1931667327881,-24.2019004821777,-126.89054107666,7,0,0,0
198,0,0,10.1931667327881,-25.2017307281494,-126.872116088867,7,0,0,0
199,0,0,10.1931667327881,-26.2015609741211,-126.85368347168,7,0,0,0
200,0,0,10.1931667327881,-27.2013912200928,-126.835258483887,7,0,0,0
201,0,0,10.1931667327881,-28.2012214660645,-126.816825866699,7,0,0,0
202,0,0,10.1931667327881,-29.2010517120361,-126.798400878906,7,0,0,0
203,0,0,10.1931667327881,-30.2008819580078,-126.779968261719,7,0,0,0
204,0,0,10.1931667327881,-31.2007122039795,-126.761543273926,7,0,0,0
205,0,0,10.1931667327881,-32.2005424499512,-126.743110656738,7,0,0,0
206,0,0,10.1931667327881,-33.2003707885742,-126.724685668945,7,0,0,0
207,0,0,10.1931667327881,-34.2001991271973,-126.706253051758,7,0,0,0
208,0,0,10.1931667327881,-35.2000274658203,-126.687828063965,7,0,0,0
209,0,0,10.1931667327881,-36.1998558044434,-126.669395446777,7,0,0,0
210,0,0,10.1931667327881,-37.1996841430664,-126.650970458984,7,0,0,0
211,0,0,10.1931667327881,-38.1995124816895,-126.632537841797,7,0,0,0
212,0,0,10.1931667327881,-39.1993408203125,-126.614112854004,7,0,0,0
213,0,0,10.1931667327881,-40.1991691589355,-126.595680236816,7,0,0,0
214,0,0,10.1931667327881,-41.1989974975586,-126.577255249023,7,0,0,0
215,0,0,10.1931667327881,-42.1988258361816,-126.558822631836,7,0,0,0
216,0,0,10.1931667327881,-43.1986541748047,-126.540397644043,7,0,0,0
217,0,0,10.1931667327881,-44.1984825134277,-126.521965026855,7,0,0,0
218,0,0,10.1931667327881,-45.1983108520508,-126.503540039063,7,0,0,0
219,0,0,10.1931667327881,-46.1981391906738,-126.485107421875,7,0,0,0
220,0,0,10.1931667327881,-47.1979675292969,-126.466682434082,7,0,0,0
221,0,0,10.1931667327881,-48.1977958679199,-126.448249816895,7,0,0,0
222,0,0,10.1931667327881,-49.197624206543,-126.429824829102,7,0,0,0
223,0,0,10.1931667327881,-50.197452545166,-126.411392211914,7,0,0,0
224,0,0,10.1931667327881,-51.1972808837891,-126.392967224121,7,0,0,0
225,0,0,10.1931667327881,-52.1971092224121,-126.374534606934,7,0,0,0
226,0,0,10.1931667327881,-53.1969375610352,-126.356109619141,7,0,0,0
227,0,0,10.1931667327881,-54.1967658996582,-126.337677001953,7,0,0,0
228,0,0,10.1931667327881,-55.1965942382813,-126.31925201416,7,0,0,0
229,0,0,10.1931667327881,-56.1964225769043,-126.300819396973,7,0,0,0
230,0,0,10.1931667327881,-57.1962509155273,-126.28239440918,7,0,0,0
231,0,0,10.1931667327881,-58.1960792541504,-126.263961791992,7,0,0,0
232,0,0,10.1931667327881,-59.1959075927734,-126.245536804199,7,0,0,0
233,0,0,10.1931667327881,-60.1957359313965,-126.227104187012,7,0,0,0
234,0,0,10.1931667327881,-61.1955642700195,-126.208679199219,7,0,0,0
235,0,0,10.1931667327881,-62.1953926086426,-126.190246582031,7,0,0,0
236,0,0,10.1931667327881,-63.1952209472656,-126.171821594238,7,0,0,0
237,0,0,10.1931667327881,-64.1950531005859,-126.153388977051,7,0,0,0
238,0,0,10.1931667327881,-65.1948852539063,-126.134963989258,7,0,0,0
239,0,0,10.1931667327881,-66.1947174072266,-126.11653137207,7,0,0,0
240,0,0,10.1931667327881,-67.1945495605469,-126.098106384277,7,0,0,0
241,0,0,10.1931667327881,-68.1943817138672,-126.07967376709,7,0,0,0
242,0,0,10.1931667327881,-69.1942138671875,-126.061248779297,7,0,0,0
243,0,0,10.1931667327881,-70.1940460205078,-126.042816162109,7,0,0,0
244,0,0,10.1931667327881,-71.1938781738281,-126.024391174316,7,0,0,0
245,0,0,10.1931667327881,-72.1937103271484,-126.005958557129,7,0,0,0
246,0,0,10.1931667327881,-73.1932678222656,-125.977012634277,7,0,0,0
247,0,0,10.1931667327881,-74.1927337646484,-125.944297790527,7,0,0,0
248,0,0,10.1931667327881,-75.1921997070313,-125.911582946777,7,0,0,0
249,0,0,10.1931667327881,-76.1916656494141,-125.878868103027,7,0,0,0
250,0,0,10.1931667327881,-77.1911315917969,-125.846153259277,7,0,0,0
251,0,0,10.1931667327881,-78.1905975341797,-125.813438415527,7,0,0,0
252,0,0,10.1931667327881,-79.1900634765625,-125.780723571777,7,0,0,0
253,0,0,10.1931667327881,-80.1895294189453,-125.748008728027,7,0,0,0
254,0,0,10.1931667327881,-81.1889953613281,-125.715293884277,7,0,0,0
255,0,0,10.1931667327881,-82.1884613037109,-125.682579040527,7,0,0,0
256,0,0,10.1931667327881,-83.1879272460938,-125.649864196777,7,0,0,0
257,0,0,10.1931667327881,-84.1873931884766,-125.617149353027,7,0,0,0
258,0,0,10.1931667327881,-85.1868591308594,-125.584434509277,7,0,0,0
259,0,0,10.1931667327881,-86.1863250732422,-125.551719665527,7,0,0,0
260,0,0,10.1931667327881,-87.185791015625,-125.519004821777,7,0,0,0
261,0,0,10.1931667327881,-88.1852569580078,-125.486289978027,7,0,0,0
262,0,0,10.1931667327881,-89.1847229003906,-125.453575134277,7,0,0,0
263,0,0,10.1931667327881,-90.1841888427734,-125.420860290527,7,0,0,0
264,0,0,10.1931667327881,-91.1836547851563,-125.388145446777,7,0,0,0
265,0,0,10.1931667327881,-92.1831207275391,-125.355430603027,7,0,0,0
266,0,0,10.1931667327881,-93.1825866699219,-125.322715759277,7,0,0,0
267,0,0,10.1931667327881,-94.1820526123047,-125.290000915527,7,0,0,0
268,0,0,10.1931667327881,-95.1815185546875,-125.257286071777,7,0,0,0
269,0,0,10.1931667327881,-96.1809844970703,-125.224571228027,7,0,0,0
270,0,0,10.1931667327881,-97.1804504394531,-125.191856384277,7,0,0,0
271,0,0,10.1931667327881,-98.1799163818359,-125.159141540527,7,0,0,0
272,0,0,10.1931667327881,-99.1793823242188,-125.126426696777,7,0,0,0
273,0,0,10.1931667327881,-100.178848266602,-125.093711853027,7,0,0,0
274,0,0,10.1931667327881,-101.178314208984,-125.060997009277,7,0,0,0
275,0,0,10.1931667327881,-102.177780151367,-125.028282165527,7,0,0,0
276,0,0,10.1931667327881,-103.17724609375,-124.995567321777,7,0,0,0
277,0,0,10.1931667327881,-104.176712036133,-124.962852478027,7,0,0,0
278,0,0,10.1931667327881,-105.176177978516,-124.930137634277,7,0,0,0
279,0,0,10.1931667327881,-106.175643920898,-124.897422790527,7,0,0,0
280,0,0,10.1931667327881,-107.175109863281,-124.864707946777,7,0,0,0
281,0,0,10.1931667327881,-108.174575805664,-124.831993103027,7,0,0,0
282,0,0,10.1931667327881,-109.174041748047,-124.799278259277,7,0,0,0
283,0,0,10.1931667327881,-110.17350769043,-124.766563415527,7,0,0,0
284,0,0,10.1931667327881,-111.172973632813,-124.733848571777,7,0,0,0
285,0,0,10.1931667327881,-112.172439575195,-124.701133728027,7,0,0,0
286,0,0,10.1931667327881,-113.171905517578,-124.668418884277,7,0,0,0
287,0,0,10.1931667327881,-114.171371459961,-124.635704040527,7,0,0,0
288,0,0,10.1931667327881,-115.170837402344,-124.602989196777,7,0,0,0
289,0,0,10.1931667327881,-116.170303344727,-124.570274353027,7,0,0,0
290,0,0,10.1931667327881,-117.169769287109,-124.537559509277,7,0,0,0
291,0,0,10.1931667327881,-118.169235229492,-124.504844665527,7,0,0,0
292,0,0,10.1931667327881,-119.168701171875,-124.472129821777,7,0,0,0
293,0,0,10.1931667327881,-120.168167114258,-124.439414978027,7,0,0,0
294,0,0,10.1931667327881,-121.167633056641,-124.406700134277,7,0,0,0
295,0,0,10.1931667327881,-122.167098999023,-124.373985290527,7,0,0,0
296,0,0,10.1931667327881,-123.166564941406,-124.341270446777,7,0,0,0
297,0,0,10.1931667327881,-124.166030883789,-124.308555603027,7,0,0,0
298,0,0,10.1931667327881,-125.165496826172,-124.275840759277,7,0,0,0
299,0,0,10.1931667327881,-126.164962768555,-124.243125915527,7,0,0,0
300,0,0,10.1931667327881,-127.164428710938,-124.210411071777,7,0,0,0
301,0,0,10.1931667327881,-128.16389465332,-124.177696228027,7,0,0,0
302,0,0,10.1931667327881,-129.163360595703,-124.144981384277,7,0,0,0
303,0,0,10.1931667327881,-130.162826538086,-124.112266540527,7,0,0,0
304,0,0,10.1931667327881,-131.162292480469,-124.079551696777,7,0,0,0
305,0,0,10.1931667327881,-132.161758422852,-124.046836853027,7,0,0,0
306,0,0,10.1931667327881,-133.161224365234,-124.014122009277,7,0,0,0
307,0,0,10.1931667327881,-134.160690307617,-123.981407165527,7,0,0,0
308,0,0,10.1931667327881,-135.16015625,-123.948692321777,7,0,0,0
309,0,0,10.1931667327881,-136.159622192383,-123.915977478027,7,0,0,0
310,0,0,10.1931667327881,-137.159088134766,-123.883262634277,7,0,0,0
311,0,0,10.1931667327881,-138.158554077148,-123.850547790527,7,0,0,0
312,0,0,10.1931667327881,-139.158020019531,-123.817832946777,7,0,0,0
313,0,0,10.1931667327881,-140.157485961914,-123.785118103027,7,0,0,0
314,0,0,10.1931667327881,-141.156951904297,-123.752403259277,7,0,0,0
315,0,0,10.1931667327881,-142.15641784668,-123.719688415527,7,0,0,0
316,0,0,10.1931667327881,-143.155883789063,-123.686973571777,7,0,0,0
317,0,0,10.1931667327881,-144.155349731445,-123.654258728027,7,0,0,0
318,0,0,10.1931667327881,-145.154815673828,-123.621543884277,7,0,0,0
319,0,0,10.1931667327881,-146.154281616211,-123.588829040527,7,0,0,0
320,0,0,10.1931667327881,-147.153747558594,-123.556114196777,7,0,0,0
321,0,0,10.1931667327881,-148.153213500977,-123.523399353027,7,0,0,0
322,0,0,10.1931667327881,-149.152679443359,-123.490684509277,7,0,0,0
323,0,0,10.1931667327881,-150.152145385742,-123.457969665527,7,0,0,0
324,0,0,10.1931667327881,-151.151611328125,-123.425254821777,7,0,0,0
325,0,0,10.1931667327881,-152.151077270508,-123.392539978027,7,0,0,0
326,0,0,10.1931667327881,-153.150543212891,-123.359825134277,7,0,0,0
327,0,0,10.1931667327881,-154.150009155273,-123.327110290527,7,0,0,0
328,0,0,10.1931667327881,-155.149475097656,-123.294395446777,7,0,0,0
329,0,0,10.1931667327881,-156.148941040039,-123.261680603027,7,0,0,0
330,0,0,10.1931667327881,-157.148406982422,-123.228965759277,7,0,0,0
331,0,0,10.1931667327881,-158.147872924805,-123.196250915527,7,0,0,0
332,0,0,10.1931667327881,-159.147338867188,-123.163536071777,7,0,0,0
333,0,0,10.1931667327881,-160.14680480957,-123.130821228027,7,0,0,0
334,0,0,10.1931667327881,-161.146270751953,-123.098106384277,7,0,0,0
335,0,0,10.1931667327881,-162.145736694336,-123.065391540527,7,0,0,0
336,0,0,10.1931667327881,-163.145202636719,-123.032676696777,7,0,0,0
337,0,0,10.1931667327881,-164.144668579102,-122.999961853027,7,0,0,0
338,0,0,10.1931667327881,-165.144134521484,-122.967247009277,7,0,0,0
339,0,0,10.1931667327881,-166.143600463867,-122.934532165527,7,0,0,0
340,0,0,10.1931667327881,-167.14306640625,-122.901817321777,7,0,0,0
341,0,0,10.1931667327881,-168.142532348633,-122.869102478027,7,0,0,0
342,0,0,10.1931667327881,-169.141998291016,-122.836387634277,7,0,0,0
343,0,0,10.1931667327881,-170.141464233398,-122.803672790527,7,0,0,0
344,0,0,10.1931667327881,-171.140930175781,-122.770957946777,7,0,0,0
345,0,0,10.1931667327881,-172.140396118164,-122.738243103027,7,0,0,0
346,0,0,10.1931667327881,-173.139862060547,-122.705528259277,7,0,0,0
347,0,0,10.1931667327881,-174.13932800293,-122.672813415527,7,0,0,0
348,0,0,10.1931667327881,-175.138793945313,-122.640098571777,7,0,0,0
349,0,0,10.1931667327881,-176.138259887695,-122.607383728027,7,0,0,0
350,0,0,10.1931667327881,-177.137725830078,-122.574668884277,7,0,0,0
351,0,0,10.1931667327881,-178.137191772461,-122.541954040527,7,0,0,0
352,0,0,10.1931667327881,-178.976119995117,-122.533660888672,7,0,0,0
353,0,0,10.1931667327881,-179.972961425781,-122.613021850586,7,0,0,0
354,0,0,10.1931667327881,-180.969802856445,-122.6923828125,7,0,0,0
355,0,0,10.1974182128906,-181.952850341797,-122.799263000488,7,0,0,0
356,0,0,10.2993011474609,-182.61897277832,-123.538108825684,7,0,0,0
357,0,0,10.4011840820313,-183.285095214844,-124.276954650879,7,0,0,0
358,0,0,10.5030660629272,-183.951217651367,-125.015800476074,7,0,0,0
359,0,0,10.5119543075562,-184.38591003418,-125.864364624023,7,0,0,0
360,0,0,10.4069852828979,-184.537261962891,-126.84725189209,7,0,0,0
