ID,LID,TLID,SignID,LinkID
262,15678,0,0,84523
263,15679,0,0,8325
264,15680,0,0,76094
265,15711,0,0,23295
266,15712,0,0,23400
267,15713,0,0,86515
268,15714,0,0,23949
269,15715,0,0,24330
270,15716,0,0,34726
271,15717,0,0,35363
272,15718,0,0,86811
273,15737,0,0,23452
274,15738,0,0,23835
275,15794,0,0,29653
276,15795,0,0,30008
277,15796,0,0,23590
278,15797,0,0,23783
279,15798,0,0,86398
280,15799,0,0,24088
281,15800,0,0,86640
282,15801,0,0,10106
283,15802,0,0,10722
284,15803,0,0,32904
285,15840,0,0,76348
286,15841,0,0,76348
287,15842,0,0,10621
288,15843,0,0,24188
289,15844,0,0,92369
290,15845,0,0,34588
291,15846,0,0,31369
292,15847,0,0,31369
293,15883,0,0,84959
294,15884,0,0,84959
295,15885,0,0,8918
296,15886,0,0,24636
297,15887,0,0,34077
298,15888,0,0,34295
299,15889,0,0,35577
300,15890,0,0,35577
301,15948,0,0,22899
302,15949,0,0,24932
303,15950,0,0,88569
304,15951,0,0,28476
305,15952,0,0,28476
306,15953,0,0,91163
307,15954,0,0,91163
308,16021,0,0,51
309,16022,0,0,51
310,16023,0,0,25000
311,16024,0,0,87305
312,16025,0,0,88921
313,16026,0,0,88921
314,16067,0,0,100290
315,16068,0,0,100290
316,16069,0,0,100290
317,16070,0,0,49087
318,16071,0,0,25780
319,16072,0,0,25675
320,16101,0,0,25112
321,16102,0,0,25112
322,16103,0,0,25603
323,16104,0,0,25603
324,16139,0,0,28976
325,16140,0,0,32804
326,16141,0,0,93113
327,16142,0,0,90716
328,16143,0,0,89018
329,16144,0,0,53225
330,16145,0,0,88791
331,16165,0,0,88683
332,16166,0,0,88683
333,16167,0,0,88683
334,16168,0,0,26486
335,16203,0,0,25973
336,16204,0,0,25973
337,16205,0,0,91622
338,16206,0,0,32696
339,16207,0,0,31069
340,16208,0,0,31069
341,16239,0,0,29294
342,16240,0,0,89593
343,16241,0,0,26376
344,16242,0,0,26803
345,16243,0,0,31141
346,16244,0,0,77050
347,16245,0,0,9115
348,16246,0,0,91264
349,16285,0,0,90832
350,16286,0,0,89812
351,16287,0,0,28400
352,16288,0,0,28400
353,16289,0,0,89274
354,16290,0,0,89274
355,16291,0,0,28771
356,16292,0,0,89141
357,16327,0,0,31792
358,16328,0,0,31792
359,16329,0,0,92693
360,16330,0,0,31497
361,16331,0,0,87170
362,16332,0,0,76950
363,16333,0,0,33894
364,16334,0,0,33894
365,16367,0,0,90993
366,16368,0,0,28661
367,16369,0,0,28871
368,16370,0,0,31228
369,16371,0,0,21065
370,16372,0,0,83872
371,16373,0,0,20084
372,16374,0,0,24744
373,16401,0,0,35987
374,16402,0,0,35987
375,16403,0,0,35987
376,16404,0,0,36273
377,16441,0,0,33825
378,16442,0,0,33825
379,16443,0,0,35082
380,16444,0,0,87026
381,16445,0,0,32994
382,16446,0,0,33100
383,16447,0,0,31991
384,16448,0,0,31991
385,16469,0,0,31640
386,16470,0,0,32113
387,16471,0,0,32113
388,16472,0,0,32113
389,16510,0,0,36479
390,16511,0,0,91771
391,16512,0,0,36165
392,16513,0,0,36375
393,16514,0,0,67038
394,16515,0,0,73390
395,16516,0,0,73910
396,16517,0,0,77867
397,16544,0,0,36805
398,16545,0,0,36805
399,16546,0,0,36805
400,16547,0,0,37221
401,16603,0,0,68161
402,16604,0,0,68568
403,16605,0,0,37673
404,16606,0,0,94052
405,16607,0,0,37104
406,16608,0,0,37446
407,16609,0,0,66306
408,16610,0,0,78705
409,16632,0,0,37894
410,16633,0,0,37804
411,16634,0,0,68028
412,16635,0,0,68435
413,16673,0,0,38477
414,16674,0,0,38477
415,16675,0,0,66159
416,16713,0,0,65893
417,16714,0,0,13428
418,16715,0,0,13890
419,16716,0,0,79887
420,16717,0,0,38637
421,16718,0,0,38827
422,16745,0,0,39650
423,16746,0,0,39650
424,16772,0,0,43014
425,16773,0,0,96003
426,16774,0,0,40001
427,16775,0,0,41598
428,16831,0,0,97748
429,16832,0,0,43713
430,16833,0,0,43273
431,16834,0,0,96269
432,16835,0,0,40273
433,16836,0,0,41876
434,16911,0,0,44633
435,16912,0,0,44633
436,16913,0,0,45135
437,16914,0,0,44875
438,16915,0,0,98373
439,16916,0,0,98373
440,16917,0,0,64670
441,16918,0,0,64670
442,16954,0,0,99385
443,16955,0,0,52318
444,16956,0,0,98507
445,16957,0,0,46354
446,16958,0,0,81473
447,16959,0,0,17924
448,16960,0,0,2083
449,16961,0,0,64495
450,16987,0,0,99280
451,16988,0,0,55485
452,17031,0,0,103689
453,17032,0,0,103689
454,17033,0,0,55363
455,17034,0,0,103312
456,17035,0,0,63772
457,17036,0,0,109629
458,17037,0,0,63961
459,17038,0,0,63961
460,17069,0,0,46821
461,17070,0,0,109833
462,17071,0,0,28297
463,17072,0,0,99620
464,17073,0,0,48199
465,17074,0,0,47507
466,17075,0,0,41218
467,17076,0,0,42822
468,17133,0,0,49673
469,17134,0,0,49673
470,17135,0,0,52379
471,17136,0,0,52379
472,17168,0,0,47707
473,17169,0,0,47009
474,17170,0,0,98179
475,17171,0,0,44156
476,17172,0,0,40720
477,17173,0,0,42324
478,17247,0,0,53317
479,17248,0,0,53317
480,17249,0,0,100984
481,17250,0,0,100984
482,17251,0,0,102793
483,17252,0,0,53660
484,17293,0,0,106279
485,17294,0,0,63492
486,17295,0,0,16833
487,17296,0,0,106416
488,17297,0,0,56267
489,17298,0,0,56902
490,17299,0,0,50223
491,17337,0,0,54236
492,17338,0,0,54320
493,17339,0,0,101228
494,17340,0,0,101228
495,17341,0,0,53860
496,17342,0,0,53860
497,17357,0,0,101673
498,17358,0,0,54021
499,17397,0,0,51265
500,17398,0,0,51779
501,17399,0,0,56071
502,17400,0,0,56705
503,17401,0,0,50413
504,17402,0,0,50682
505,17435,0,0,58806
506,17436,0,0,55062
507,17437,0,0,51361
508,17438,0,0,50522
509,17439,0,0,50522
510,17440,0,0,50522
511,17485,0,0,57440
512,17486,0,0,57440
513,17487,0,0,103906
514,17488,0,0,104318
515,17489,0,0,51474
516,17490,0,0,51474
517,17491,0,0,55268
518,17492,0,0,55161
519,17531,0,0,55562
520,17532,0,0,55562
521,17533,0,0,55739
522,17534,0,0,56369
523,17535,0,0,57097
524,17536,0,0,103544
525,17574,0,0,57611
526,17575,0,0,57611
527,17576,0,0,58987
528,17577,0,0,58987
529,17578,0,0,54430
530,17579,0,0,54545
531,17580,0,0,101780
532,17581,0,0,54122
533,17638,0,0,59504
534,17639,0,0,59504
535,17640,0,0,57275
536,17641,0,0,57275
537,17642,0,0,63196
538,17643,0,0,63196
539,17644,0,0,109442
540,17645,0,0,109442
541,17685,0,0,58071
542,17686,0,0,58071
543,17687,0,0,101986
544,17688,0,0,58137
545,17689,0,0,59830
546,17690,0,0,90413
547,17691,0,0,60023
548,17692,0,0,60023
549,17736,0,0,57700
550,17737,0,0,57700
551,17738,0,0,16719
552,17739,0,0,57785
553,17740,0,0,50964
554,17741,0,0,50964
555,17742,0,0,58615
556,17743,0,0,104756
557,17792,0,0,59664
558,17793,0,0,59664
559,17794,0,0,60377
560,17795,0,0,60377
561,17796,0,0,57891
562,17797,0,0,54657
563,17798,0,0,58004
564,17799,0,0,58004
565,17898,0,0,108743
566,17899,0,0,108484
567,17900,0,0,102996
568,17901,0,0,102611
569,17902,0,0,104542
570,17903,0,0,106162
571,17904,0,0,61352
572,17905,0,0,61268
573,18003,0,0,106668
574,18004,0,0,59149
575,18005,0,0,61435
576,18006,0,0,61516
577,18007,0,0,61988
578,18008,0,0,62146
579,18009,0,0,61018
580,18010,0,0,108159
581,18066,0,0,61086
582,18067,0,0,61086
583,18068,0,0,60859
584,18069,0,0,60859
585,18070,0,0,62301
586,18071,0,0,62301
587,18072,0,0,62457
588,18073,0,0,62457
589,18132,0,0,62976
590,18133,0,0,62976
591,18134,0,0,52694
592,18135,0,0,52694
593,18136,0,0,60723
594,18137,0,0,60531
595,18230,0,0,62752
596,18231,0,0,62752
597,18232,0,0,63047
598,18233,0,0,63047
599,18234,0,0,63125
600,18235,0,0,63125
601,18236,0,0,62599
602,18237,0,0,62599
603,18280,0,0,81831
604,18281,0,0,17379
605,18282,0,0,63609
606,18283,0,0,63609
607,18284,0,0,90608
608,18285,0,0,90608
609,18286,0,0,90608
610,18287,0,0,105716
611,18436,0,0,61831
612,18437,0,0,61673
613,18438,0,0,108289
614,18439,0,0,52630
615,18440,0,0,62803
616,18441,0,0,109258
617,18442,0,0,25534
618,18443,0,0,28
