x,y,z,yaw,velocity,change_flag
87.2008,-34.3520,-0.0001,1.3898,20.3155,0
87.3641,-32.2974,-0.0003,1.9426,30.0582,0
86.9875,-31.0259,-0.0001,2.0159,22.6930,0
86.4551,-29.8650,-0.0001,2.0160,20.2682,0
85.7779,-28.0480,-0.0003,1.7898,7.6026,0
85.4978,-26.8834,-0.0001,1.7967,35.6204,0
85.2863,-25.7833,-0.0002,1.8725,12.5853,0
84.8671,-23.1851,-0.0001,1.6241,27.8855,0
84.7669,-22.1108,0.0010,1.1117,13.1121,0
85.4403,-20.9738,-0.0001,0.8214,22.9787,0
86.2436,-20.2497,-0.0001,0.7313,22.0815,0
87.2194,-19.3707,-0.0001,0.7093,22.3891,0
88.8779,-18.2319,-0.0002,0.4892,21.0970,0
90.0930,-17.6440,-0.0002,0.2703,33.1113,0
92.1021,-17.1926,-0.0001,0.0349,23.4515,0
93.4100,-17.1852,-0.0001,-0.1512,38.4115,0
94.8644,-17.3713,-0.0001,-0.1713,31.6282,0
96.9273,-17.8357,-0.0001,-0.4992,16.7986,0
98.1165,-18.4014,-0.0001,-0.5330,23.2677,0
99.7768,-19.4075,-0.0001,-0.6638,22.8345,0
100.8175,-20.2165,-0.0001,-0.6858,15.4625,0
101.8249,-21.0807,-0.0001,-0.8617,2.9046,0
103.0734,-22.5420,-0.0002,-0.9094,16.5761,0
103.8693,-23.5610,-0.0001,-0.9021,12.6299,0
105.2810,-25.0297,-0.0001,-0.5426,10.0948,0
106.3681,-25.7539,-0.0002,-0.5630,25.2556,0
108.0359,-27.0474,-0.0002,-0.7570,18.9871,0
108.9412,-28.0204,-0.0003,-1.0649,16.6711,0
109.6647,-29.2163,-0.0002,-1.2496,35.1021,0
110.1136,-31.3723,-0.0002,-1.8427,32.8282,0
109.8261,-32.5904,-0.0001,-2.0537,29.8333,0
109.1694,-33.8084,-0.0002,-2.2284,16.8154,0
108.0136,-35.4281,-0.0001,-2.0040,33.1944,0
107.3680,-36.7475,-0.0002,-1.8354,28.8534,0
106.9803,-38.7671,-0.0001,-1.6276,27.0546,0
106.9061,-40.0257,-0.0001,-1.4970,42.3784,0
107.0397,-41.4630,-0.0001,-1.2485,28.5704,0
107.5869,-43.2505,-0.0001,-1.2452,15.4963,0
108.0025,-44.4685,-0.0001,-1.2445,27.1668,0
108.6759,-46.2744,-0.0001,-1.0718,27.7745,0
109.2733,-47.3708,-0.0001,-0.9271,36.2822,0
110.5478,-48.9482,-0.0001,-0.8071,16.7249,0
111.4271,-49.8880,-0.0001,-0.8015,17.7161,0
112.3287,-50.8185,-0.0001,-0.8012,19.0211,0
113.6514,-52.1306,-0.0001,-0.6702,12.3010,0
114.8480,-53.0556,-0.0001,-0.4929,31.3848,0
116.6679,-53.9622,-0.0003,-0.2406,15.6499,0
118.0314,-54.3197,-0.0001,-0.0575,23.3050,0
120.0683,-54.2663,-0.0001,0.4348,20.9261,0
121.2538,-53.7687,-0.0001,0.5837,26.8537,0
122.3390,-53.0058,-0.0002,0.7504,30.2771,0
123.7619,-51.7510,-0.0001,0.7506,19.8072,0
124.7637,-50.8204,-0.0001,0.7513,34.1920,0
126.2014,-49.4697,-0.0002,0.7570,40.2471,0
127.1346,-48.4691,-0.0001,0.9817,40.9530,0
127.8933,-47.2768,-0.0001,1.2493,31.2075,0
128.5871,-45.4083,-0.0001,1.2918,32.8065,0
128.9841,-44.1018,-0.0001,1.2962,32.8120,0
129.4980,-42.1135,-0.0001,1.5574,10.7546,0
129.5370,-40.7131,-0.0002,2.1018,23.4616,0
129.0453,-39.5577,-0.0001,2.2721,27.1267,0
127.8803,-38.0651,-0.0001,2.1459,23.8896,0
127.1383,-36.8636,-0.0002,2.0152,19.3409,0
126.5873,-35.5682,-0.0001,1.7753,34.2437,0
126.1736,-33.5301,-0.0001,1.5720,17.9323,0
126.1921,-32.0744,-0.0003,1.1777,16.1362,0
126.8748,-30.2169,-0.0002,1.1650,20.4377,0
127.3201,-28.9915,-0.0001,1.4366,20.3722,0
127.6410,-27.1267,-0.0001,1.4728,27.5180,0
127.7931,-25.7797,-0.0001,1.4808,9.3146,0
127.8933,-24.4105,-0.0001,1.5818,30.3591,0
127.8432,-22.4425,-0.0001,1.6310,44.0731,0
127.7727,-21.2300,-0.0001,1.6321,10.0609,0
127.6855,-19.8682,-0.0001,1.6329,26.0467,0
127.6206,-17.8689,-0.0001,1.5444,27.9816,0
127.6540,-16.5034,-0.0001,1.5832,30.0745,0
127.5538,-15.0845,-0.0002,1.7750,27.6666,0
127.2069,-13.2436,-0.0001,1.7604,33.6190,0
127.0362,-11.7400,-0.0001,1.5881,11.0982,0
127.0065,-10.4482,-0.0001,1.5873,50.5165,0
126.9639,-8.5576,-0.0001,1.5887,10.3269,0
126.9286,-7.1940,-0.0001,1.5896,29.9839,0
126.8804,-5.3033,-0.0001,1.5910,16.1599,0
126.8452,-4.0171,-0.0001,1.5919,31.4893,0
126.8062,-2.6554,-0.0001,1.5929,25.4284,0
126.7505,-0.7629,-0.0001,1.5942,27.2337,0
126.7190,0.5878,-0.0002,1.5944,16.3513,0
126.6800,2.4785,-0.0002,1.6051,15.0291,0
126.6355,3.7628,-0.0002,1.6117,26.8699,0
126.5891,5.1264,-0.0001,1.6187,28.5090,0
126.5075,7.0171,-0.0001,1.6276,43.2101,0
126.4686,8.3254,-0.0003,1.5552,24.8412,0
126.5224,10.3026,-0.0001,1.5532,23.0567,0
126.5391,11.5889,-0.0001,1.5540,22.7639,0
126.5595,13.5587,-0.0001,1.5554,33.9947,0
126.5762,14.7620,-0.0001,1.5543,17.1848,0
126.6021,16.1975,-0.0001,1.5574,15.4117,0
126.6188,18.1655,-0.0001,1.5587,12.9079,0
126.6262,19.4536,-0.0001,1.5596,27.8683,0
126.6337,21.2705,-0.0001,1.5609,15.3829,0
126.6374,22.6323,-0.0001,1.5619,35.8323,0
126.6986,24.0162,-0.0002,1.4823,29.2657,0
126.8878,25.9768,-0.0001,1.4898,17.9344,0
126.9899,27.1838,-0.0001,1.4962,33.9238,0
127.1420,29.1389,-0.0002,1.4997,45.5708,0
127.2310,30.4252,-0.0001,1.5011,16.4162,0
127.2737,31.8846,-0.0001,1.7599,7.0074,0
126.7821,33.8692,-0.0002,2.0494,13.1447,0
126.2181,35.0209,-0.0001,2.0527,24.5259,0
125.6300,36.1505,-0.0001,2.0639,20.2235,0
124.7210,37.8163,-0.0001,2.0656,32.2652,0
124.0643,38.9459,-0.0003,2.1678,12.8946,0
122.9531,40.5822,-0.0002,2.1880,10.7541,0
122.1368,41.6584,-0.0003,2.3714,6.2358,0
121.1721,42.6129,-0.0003,2.5794,19.3953,0
119.4098,43.5029,-0.0002,3.1014,17.5718,0
118.1612,43.6135,-0.0001,3.1275,6.5647,0
116.2004,43.6430,-0.0001,3.1270,20.9196,0
114.8276,43.6633,-0.0001,3.1288,19.0757,0
112.9223,43.6780,-0.0001,3.1300,21.7194,0
111.5495,43.6835,-0.0001,3.1310,32.1803,0
110.2546,43.6891,-0.0001,3.1319,39.8388,0
108.8076,43.6927,-0.0001,3.1329,11.9880,0
106.7262,43.6190,-0.0003,-2.8409,16.4945,0
105.3942,43.2855,-0.0003,-2.5832,18.3756,0
104.2663,42.6258,-0.0002,-2.4530,35.0175,0
102.7098,41.0355,-0.0001,-2.0019,25.9064,0
102.1532,39.8765,-0.0001,-1.8799,21.3571,0
101.6765,38.5331,-0.0002,-1.8733,16.6064,0
101.1607,37.0884,-0.0002,-2.0491,16.4874,0
100.1441,35.2992,-0.0001,-2.1876,5.0426,0
99.3742,34.1401,-0.0001,-2.0114,7.7476,0
98.7565,32.8096,-0.0003,-1.6556,21.7088,0
98.5098,30.9116,-0.0001,-1.6392,32.1230,0
98.4189,29.6291,-0.0001,-1.6386,19.1188,0
98.2927,27.5874,-0.0001,-1.6188,30.2290,0
98.3150,26.1887,-0.0001,-1.3267,14.2788,0
98.6118,24.7662,-0.0001,-1.3100,37.6953,0
98.9606,22.7613,-0.0001,-1.4825,16.4129,0
99.0793,21.4032,-0.0001,-1.4759,31.8952,0
99.2017,20.1243,-0.0002,-1.4688,10.2525,0
99.3817,18.2485,-0.0002,-1.4662,9.2364,0
99.4911,17.0691,-0.0002,-1.4479,10.7852,0
99.6766,15.6300,-0.0001,-1.3616,8.7576,0
99.8436,14.4838,-0.0001,-1.3186,36.7627,0
100.2758,12.5250,-0.0001,-1.4707,22.6364,0
100.4150,11.2295,-0.0001,-1.4897,22.2774,0
100.5356,9.7222,-0.0001,-1.4873,17.8357,0
100.6376,8.4415,-0.0003,-1.4957,12.3330,0
100.6747,6.5251,-0.0001,-1.5628,14.1238,0
100.6691,5.2112,-0.0001,-1.5824,31.0855,0
100.4261,3.1805,-0.0001,-1.8182,20.1343,0
100.1311,1.9256,-0.0001,-1.8168,31.7732,0
99.6674,0.0129,-0.0001,-1.8153,38.2243,0
99.3631,-1.2383,-0.0001,-1.8144,28.2513,0
98.9197,-3.0663,-0.0000,-1.8134,19.1772,0
98.5524,-4.2954,-0.0001,-2.0053,36.5144,0
97.9773,-5.5521,-0.0001,-2.0391,30.8105,0
96.7604,-7.3764,-0.0001,-2.3785,26.8009,0
95.7994,-8.3567,-0.0001,-2.3754,23.7169,0
94.7531,-9.3223,-0.0002,-2.5195,33.8789,0
93.4193,-10.1976,-0.0002,-2.8527,10.7960,0
91.3285,-10.8168,-0.0000,3.1140,25.9343,0
90.0670,-10.8757,-0.0001,2.7715,9.9039,0
87.9763,-11.0342,-0.0000,-2.8761,25.8752,0
86.6888,-11.3843,-0.0002,-2.8352,16.4998,0
85.3717,-11.7879,-0.0001,-2.8355,26.5114,0
83.4534,-12.3573,-0.0001,-2.9573,15.0246,0
82.0955,-12.6042,-0.0001,-2.9706,24.6809,0
80.6188,-12.7774,-0.0002,-3.0869,28.1634,0
79.2460,-12.8567,-0.0001,-3.0834,31.2478,0
77.1200,-12.9801,-0.0002,-3.0708,11.7466,0
75.9030,-13.0594,-0.0002,-3.0646,28.9558,0
74.5247,-13.1552,-0.0001,-3.0625,33.9123,0
72.5601,-13.3100,-0.0002,-3.0569,11.5983,0
71.1965,-13.4150,-0.0001,-3.0510,29.9783,0
69.7718,-13.5422,-0.0001,-3.0516,27.9630,0
68.7700,-13.6140,-0.0001,-3.0167,34.5877,0
66.9872,-13.9181,-0.0002,-2.7463,35.2731,0
65.2786,-14.6220,-0.0001,-2.7127,30.4828,0
63.9225,-15.1232,-0.0001,-3.1111,39.1111,0
62.5349,-15.2614,-0.0002,3.1026,24.3249,0
60.4664,-15.1988,-0.0002,3.1019,27.7406,0
59.0788,-15.1453,-0.0000,3.1366,33.8664,0
57.7060,-15.2172,-0.0001,-2.7851,15.8322,0
55.8434,-15.8419,-0.0001,-2.7265,25.8491,0
54.5875,-16.4223,-0.0002,-2.4858,30.4965,0
53.2944,-17.4340,-0.0003,-1.7207,29.2543,0
52.9308,-18.5175,-0.0001,-1.2574,21.2676,0
53.4243,-20.1465,-0.0001,-0.9738,32.4152,0
54.0588,-21.3369,-0.0002,-1.2530,23.8151,0
54.5003,-22.6489,-0.0001,-1.4204,35.4498,0
54.7173,-24.6316,-0.0001,-1.7856,27.0746,0
54.4873,-25.9400,-0.0003,-2.1672,17.6443,0
53.8232,-27.0990,-0.0001,-2.1792,11.9691,0
52.7694,-28.6746,-0.0001,-2.1771,7.0267,0
51.9977,-29.9682,-0.0003,-1.9407,19.7018,0
51.4504,-31.2212,-0.0003,-1.9247,34.7557,0
51.0349,-32.3361,-0.0001,-1.9616,9.2307,0
50.6193,-33.2998,-0.0001,-1.4184,29.0694,0
50.9662,-34.4828,-0.0001,-1.1177,32.3256,0
51.4022,-35.7377,-0.0002,-1.1989,9.7196,0
51.8511,-37.0037,-0.0001,-1.1688,7.4070,0
52.5635,-38.8832,-0.0000,-1.2027,33.1522,0
53.1108,-40.0349,-0.0003,-2.1169,31.6192,0
51.9216,-41.5681,-0.0001,-2.2980,24.1725,0
51.1091,-42.6092,-0.0001,-2.0430,39.1279,0
50.1982,-44.5772,-0.0001,-1.7295,11.8649,0
49.9255,-45.8377,-0.0002,-1.7114,30.4651,0
49.6955,-47.2492,-0.0003,-1.7051,37.2067,0
49.5359,-48.4248,-0.0003,-1.7128,32.5916,0
49.4896,-49.5931,-0.0001,-1.3292,30.9149,0
49.7437,-50.9604,-0.0001,-1.5731,18.4215,0
49.7196,-52.2043,-0.0001,-1.6124,33.0501,0
49.5526,-53.2601,-0.0001,-2.2587,16.9769,0
48.5490,-54.6809,-0.0002,-2.1036,24.4698,0
47.8088,-55.8234,-0.0002,-2.2868,38.4243,0
46.4063,-57.3141,-0.0001,-2.4260,30.4510,0
45.4658,-58.1120,-0.0001,-2.4841,8.2649,0
44.2210,-58.9542,-0.0003,-2.6604,37.4394,0
42.5606,-59.7926,0.0005,2.8011,21.4127,0
40.7240,-59.2011,-0.0001,2.5992,31.7208,0
39.4681,-58.5027,-0.0001,2.6216,36.3801,0
38.0786,-57.8411,-0.0002,2.8040,34.8325,0
36.2086,-57.1667,-0.0001,2.8055,34.8407,0
34.9119,-56.7208,-0.0001,2.8064,30.3691,0
33.3962,-56.2085,-0.0001,2.8075,35.2961,0
32.1700,-55.7939,-0.0001,2.8084,36.4184,0
30.8584,-55.2779,-0.0003,2.6428,35.5116,0
29.0385,-54.1981,-0.0002,2.3659,30.4298,0
28.0293,-53.2454,-0.0002,2.1229,33.5963,0
27.2001,-51.7878,-0.0003,1.8733,33.7616,0
26.7734,-50.5458,-0.0001,1.8646,5.0133,0
26.1538,-48.6220,-0.0003,1.8754,19.1954,0
25.6844,-47.3727,-0.0002,2.1072,35.7583,0
24.9776,-46.1620,-0.0002,2.1872,31.9971,0
23.5974,-44.5570,-0.0001,2.4594,35.9047,0
22.3860,-43.6835,-0.0003,2.8500,30.7334,0
21.1282,-43.1786,-0.0001,3.0930,34.2977,0
19.7702,-43.1270,-0.0002,-2.9869,29.2186,0
17.8316,-43.3482,-0.0002,-3.1132,37.1316,0
16.3419,-43.3482,0.0000,2.6832,35.4196,0
14.9506,-42.4102,-0.0001,1.6193,23.2527,0
14.8263,-41.3617,-0.0002,1.5144,30.3470,0
14.8838,-40.0663,-0.0003,1.5147,37.1330,0
14.9376,-38.8538,-0.0001,1.4768,33.3940,0
15.0136,-37.4754,-0.0001,1.3626,31.0954,0
15.3476,-36.1855,-0.0003,1.1096,32.0748,0
15.9505,-34.9896,-0.0001,0.9793,40.0861,0
17.1971,-33.3348,-0.0001,0.8366,8.4817,0
18.0672,-32.3692,-0.0002,0.8377,32.8785,0
18.9762,-31.3631,-0.0001,0.8372,31.0655,0
20.2693,-29.9534,-0.0001,0.7433,33.5227,0
21.2543,-29.0855,-0.0001,0.6804,34.0869,0
22.7273,-27.8822,-0.0001,0.6818,31.0748,0
23.8441,-26.9664,-0.0001,0.7012,35.2679,0
24.8607,-25.9971,-0.0001,0.9934,14.2860,0
25.6640,-24.8749,-0.0001,1.0101,36.9320,0
26.7159,-23.2865,-0.0002,0.9163,30.7016,0
27.5618,-22.1900,-0.0001,0.8876,33.8736,0
28.8289,-20.8043,-0.0002,0.6194,30.5040,0
29.9957,-19.9530,-0.0001,0.3652,33.1274,0
31.3648,-19.4333,-0.0001,0.1854,37.5398,0
33.3777,-19.1109,-0.0001,0.0698,31.8592,0
34.5928,-19.0242,-0.0001,0.0706,24.4014,0
35.9600,-18.9192,-0.0001,0.0716,20.7107,0
37.8597,-18.7718,-0.0001,0.0729,32.6520,0
39.1509,-18.6686,-0.0001,0.0738,17.8205,0
41.0505,-18.5157,-0.0001,0.0752,30.6401,0
42.3027,-18.4217,-0.0001,0.0764,32.3560,0
