ID,LID,TLID,SignID,LinkID
1,82,0,0,210
2,83,0,0,50
3,84,0,0,2150
4,85,0,0,2150
5,86,0,0,675
6,87,0,0,529
7,88,0,0,828
8,89,0,0,828
9,90,0,0,1398
10,91,0,0,1398
11,92,0,0,985
12,93,0,0,985
