ID,AID,Type,LinkID
1,1,1,177
2,2,1,41
3,3,1,3569
4,4,1,392
5,5,1,5328
6,6,1,4774
7,7,1,10257
8,8,1,923
9,9,1,4081
10,10,1,1606
11,11,1,13008
12,12,1,2124
13,13,1,2325
14,14,1,2425
15,15,1,2500
16,16,1,2608
18,18,1,2961
19,19,1,3143
20,20,1,3242
21,21,1,3343
22,22,1,3421
23,23,1,3458
24,24,1,3496
25,25,1,1433
26,389,1,2751
27,390,1,5561
28,391,1,5505
29,392,1,5422
