ID,LID,Width,Color,type,LinkID
929,929,0.15,W,0,4129
930,930,0.15,W,0,4131
931,931,0.15,W,0,4133
932,932,0.15,W,0,4133
933,933,0.15,W,0,4135
934,934,0.15,W,0,4137
935,935,0.15,W,0,4138
936,936,0.15,W,0,4140
937,937,0.15,W,0,4141
938,938,0.15,W,0,4142
939,939,0.15,W,0,4144
940,940,0.15,W,0,4145
941,941,0.15,W,0,4147
942,942,0.15,W,0,4149
943,943,0.15,W,0,4150
944,944,0.15,W,0,4152
945,945,0.15,W,0,4154
946,946,0.15,W,0,4155
947,947,0.15,W,0,4157
948,948,0.15,W,0,4158
949,949,0.15,W,0,4159
950,950,0.15,W,0,4161
951,951,0.15,W,0,4163
952,952,0.15,W,0,4164
953,953,0.15,W,0,4166
954,954,0.15,W,0,4166
955,955,0.15,W,0,4168
956,956,0.15,W,0,4170
957,957,0.15,W,0,4172
958,958,0.15,W,0,4174
959,959,0.15,W,0,4174
960,960,0.15,W,0,4175
961,961,0.15,W,0,4177
962,962,0.15,W,0,4180
963,963,0.15,W,0,4182
964,964,0.15,W,0,4182
965,965,0.15,W,0,4183
966,966,0.15,W,0,4185
967,967,0.15,W,0,4187
968,968,0.15,W,0,4188
969,969,0.15,W,0,4190
970,970,0.15,W,0,4192
971,971,0.15,W,0,4193
972,972,0.15,W,0,4194
973,973,0.15,W,0,4195
974,974,0.15,W,0,4197
975,975,0.15,W,0,4199
976,976,0.15,W,0,4201
977,977,0.15,W,0,4202
978,978,0.15,W,0,4204
979,979,0.15,W,0,4206
980,980,0.15,W,0,4208
981,981,0.15,W,0,4210
982,982,0.15,W,0,4211
983,983,0.15,W,0,4213
984,984,0.15,W,0,4214
985,985,0.15,W,0,4216
986,986,0.15,W,0,4217
987,987,0.15,W,0,4218
988,988,0.15,W,0,4219
989,989,0.15,W,0,4221
990,990,0.15,W,0,4222
991,991,0.15,W,0,4223
992,992,0.15,W,0,4224
993,993,0.15,W,0,4226
994,994,0.15,W,0,4229
995,995,0.15,W,0,4232
996,996,0.15,W,0,4234
997,997,0.15,W,0,4236
998,998,0.15,W,0,4240
999,999,0.15,W,0,3636
1000,1000,0.15,W,0,3637
1001,1001,0.15,W,0,3639
1002,1002,0.15,W,0,3641
1003,1003,0.15,W,0,3643
1004,1004,0.15,W,0,3645
1005,1005,0.15,W,0,3646
1006,1006,0.15,W,0,3648
1007,1007,0.15,W,0,3649
1008,1008,0.15,W,0,3651
1009,1009,0.15,W,0,3653
1010,1010,0.15,W,0,3655
1011,1011,0.15,W,0,3657
1012,1012,0.15,W,0,3657
1013,1013,0.15,W,0,3659
1014,1014,0.15,W,0,3661
1015,1015,0.15,W,0,3663
1016,1016,0.15,W,0,3665
1017,1017,0.15,W,0,3665
1018,1018,0.15,W,0,3667
1019,1019,0.15,W,0,3668
1020,1020,0.15,W,0,3670
1021,1021,0.15,W,0,3672
1022,1022,0.15,W,0,3673
1023,1023,0.15,W,0,3674
1024,1024,0.15,W,0,3676
1025,1025,0.15,W,0,3678
1026,1026,0.15,W,0,3680
1027,1027,0.15,W,0,3681
1028,1028,0.15,W,0,3683
1029,1029,0.15,W,0,3685
1030,1030,0.15,W,0,3686
1031,1031,0.15,W,0,3688
1032,1032,0.15,W,0,3689
1033,1033,0.15,W,0,3690
1034,1034,0.15,W,0,3692
1035,1035,0.15,W,0,3693
1036,1036,0.15,W,0,3695
1037,1037,0.15,W,0,3697
1038,1038,0.15,W,0,3698
1039,1039,0.15,W,0,3700
1040,1040,0.15,W,0,3702
1041,1041,0.15,W,0,3705
1042,1042,0.15,W,0,3705
1043,1043,0.15,W,0,3707
1044,1044,0.15,W,0,3710
1045,1045,0.15,W,0,3712
1046,1046,0.15,W,0,3713
1047,1047,0.15,W,0,3715
1048,1048,0.15,W,0,3717
1049,1049,0.15,W,0,3717
1050,1050,0.15,W,0,3719
1051,1051,0.15,W,0,3722
1052,1052,0.15,W,0,3724
1053,1053,0.15,W,0,3726
1054,1054,0.15,W,0,3728
1055,1055,0.15,W,0,3730
1056,1056,0.15,W,0,3732
1057,1057,0.15,W,0,3733
1058,1058,0.15,W,0,3735
1059,1059,0.15,W,0,3737
1060,1060,0.15,W,0,3739
1061,1061,0.15,W,0,3740
1062,1062,0.15,W,0,3741
1063,1063,0.15,W,0,3743
1064,1064,0.15,W,0,3746
1065,1065,0.15,W,0,3748
1066,1066,0.15,W,0,3748
1067,1067,0.15,W,0,3750
1068,1068,0.15,W,0,3753
1069,1069,0.15,W,0,3755
1070,1070,0.15,W,0,3756
1071,1071,0.15,W,0,3758
1072,1072,0.15,W,0,3761
1073,1073,0.15,W,0,3764
1074,1074,0.15,W,0,3765
1075,1075,0.15,W,0,3767
1076,1076,0.15,W,0,3769
1077,1077,0.15,W,0,3771
1078,1078,0.15,W,0,3773
1079,1079,0.15,W,0,3775
1080,1080,0.15,W,0,3777
1081,1081,0.15,W,0,3779
1082,1082,0.15,W,0,3781
1083,1083,0.15,W,0,3783
1084,1084,0.15,W,0,3786
1085,1085,0.15,W,0,3787
1086,1086,0.15,W,0,3788
1087,1087,0.15,W,0,3792
1088,1088,0.15,W,0,3794
1089,1089,0.15,W,0,3796
1090,1090,0.15,W,0,3798
1091,1091,0.15,W,0,3800
1092,1092,0.15,W,0,3802
1093,1093,0.15,W,0,3805
1094,1094,0.15,W,0,3808
1095,1095,0.15,W,0,3810
1096,1096,0.15,W,0,3811
1097,1097,0.15,W,0,3813
1098,1098,0.15,W,0,3815
1099,1099,0.15,W,0,3816
1100,1100,0.15,W,0,3820
1101,1101,0.15,W,0,3822
1102,1102,0.15,W,0,3822
1103,1103,0.15,W,0,3824
1104,1104,0.15,W,0,3826
1105,1105,0.15,W,0,3827
1106,1106,0.15,W,0,3828
1107,1107,0.15,W,0,3829
1108,1108,0.15,W,0,3830
1109,1109,0.15,W,0,3831
1110,1110,0.15,W,0,3834
1111,1111,0.15,W,0,3836
1112,1112,0.15,W,0,3838
1113,1113,0.15,W,0,3839
1114,1114,0.15,W,0,3841
1115,1115,0.15,W,0,3843
1116,1116,0.15,W,0,3843
1117,1117,0.15,W,0,3845
1118,1118,0.15,W,0,3847
1119,1119,0.15,W,0,3847
1120,1120,0.15,W,0,3849
1121,1121,0.15,W,0,3851
1122,1122,0.15,W,0,3851
1123,1123,0.15,W,0,3853
1124,1124,0.15,W,0,3855
1125,1125,0.15,W,0,3857
1126,1126,0.15,W,0,3859
1127,1127,0.15,W,0,3859
1128,1128,0.15,W,0,3861
1129,1129,0.15,W,0,3863
1130,1130,0.15,W,0,3864
1131,1131,0.15,W,0,3866
1132,1132,0.15,W,0,3869
1133,1133,0.15,W,0,3871
1134,1134,0.15,W,0,3871
1135,1135,0.15,W,0,3873
1136,1136,0.15,W,0,3876
1137,1137,0.15,W,0,3876
1138,1138,0.15,W,0,3878
1139,1139,0.15,W,0,3880
1140,1140,0.15,W,0,3880
1141,1141,0.15,W,0,3882
1142,1142,0.15,W,0,3618
1143,1143,0.15,W,0,3618
1144,1144,0.15,W,0,3618
1145,1145,0.15,W,0,3618
1146,1146,0.15,W,0,3618
1147,1147,0.15,W,0,3618
1148,1148,0.15,W,0,3619
1149,1149,0.15,W,0,3619
1150,1150,0.15,W,0,3619
1151,1151,0.15,W,0,3619
1152,1152,0.15,W,0,3620
1153,1153,0.15,W,0,3620
1154,1154,0.15,W,0,3620
1155,1155,0.15,W,0,3620
1156,1156,0.15,W,0,3620
1157,1157,0.15,W,0,3621
1158,1158,0.15,W,0,3621
1159,1159,0.15,W,0,3621
1160,1160,0.15,W,0,3623
1161,1161,0.15,W,0,3624
1162,1162,0.15,W,0,3625
1163,1163,0.15,W,0,3626
1164,1164,0.15,W,0,3627
1165,1165,0.15,W,0,3606
1166,1166,0.15,W,0,3606
1167,1167,0.15,W,0,3606
1168,1168,0.15,W,0,3606
1169,1169,0.15,W,0,3607
1170,1170,0.15,W,0,3607
1171,1171,0.15,W,0,3607
1172,1172,0.15,W,0,3607
1173,1173,0.15,W,0,3608
1174,1174,0.15,W,0,3608
1175,1175,0.15,W,0,3608
1176,1176,0.15,W,0,3608
1177,1177,0.15,W,0,3528
1178,1178,0.15,W,0,3528
1179,1179,0.15,W,0,3529
1180,1180,0.15,W,0,3529
1181,1181,0.15,W,0,3529
1182,1182,0.15,W,0,3529
1183,1183,0.15,W,0,3529
1184,1184,0.15,W,0,3529
1185,1185,0.15,W,0,3529
1186,1186,0.15,W,0,3530
1187,1187,0.15,W,0,3530
1188,1188,0.15,W,0,3530
1189,1189,0.15,W,0,3530
1190,1190,0.15,W,0,3530
1191,1191,0.15,W,0,3531
1192,1192,0.15,W,0,3531
1193,1193,0.15,W,0,3531
1194,1194,0.15,W,0,3531
1195,1195,0.15,W,0,3531
1196,1196,0.15,W,0,3531
1197,1197,0.15,W,0,3532
1198,1198,0.15,W,0,3532
1199,1199,0.15,W,0,3534
1200,1200,0.15,W,0,3536
1201,1201,0.15,W,0,3538
1202,1202,0.15,W,0,3541
1203,1203,0.15,W,0,3543
1204,1204,0.15,W,0,3546
1205,1205,0.15,W,0,3548
1206,1206,0.15,W,0,3550
1207,1207,0.15,W,0,3552
1208,1208,0.15,W,0,3554
1209,1209,0.15,W,0,3556
1210,1210,0.15,W,0,3557
1211,1211,0.15,W,0,3559
1212,1212,0.15,W,0,3561
1213,1213,0.15,W,0,3564
1214,1214,0.15,W,0,3566
1215,1215,0.15,W,0,3568
1216,1216,0.15,W,0,3570
1217,1217,0.15,W,0,3572
1218,1218,0.15,W,0,3574
1219,1219,0.15,W,0,3577
1220,1220,0.15,W,0,3580
1221,1221,0.15,W,0,3582
1222,1222,0.15,W,0,3583
1223,1223,0.15,W,0,3586
1224,1224,0.15,W,0,3588
1225,1225,0.15,W,0,3590
1226,1226,0.15,W,0,3592
1227,1227,0.15,W,0,3593
1228,1228,0.15,W,0,3595
1229,1229,0.15,W,0,3597
1230,1230,0.15,W,0,3469
1231,1231,0.15,W,0,3469
1232,1232,0.15,W,0,3470
1233,1233,0.15,W,0,3470
1234,1234,0.15,W,0,3470
1235,1235,0.15,W,0,3470
1236,1236,0.15,W,0,3470
1237,1237,0.15,W,0,3471
1238,1238,0.15,W,0,3471
1239,1239,0.15,W,0,3471
1240,1240,0.15,W,0,3471
1241,1241,0.15,W,0,3471
1242,1242,0.15,W,0,3471
1243,1243,0.15,W,0,3472
1244,1244,0.15,W,0,3472
1245,1245,0.15,W,0,3472
1246,1246,0.15,W,0,3472
1247,1247,0.15,W,0,3473
1248,1248,0.15,W,0,3473
1249,1249,0.15,W,0,3473
1250,1250,0.15,W,0,3475
1251,1251,0.15,W,0,3477
1252,1252,0.15,W,0,3478
1253,1253,0.15,W,0,3479
1254,1254,0.15,W,0,3481
1255,1255,0.15,W,0,3483
1256,1256,0.15,W,0,3485
1257,1257,0.15,W,0,3486
1258,1258,0.15,W,0,3488
1259,1259,0.15,W,0,3489
1260,1260,0.15,W,0,3491
1261,1261,0.15,W,0,3494
1262,1262,0.15,W,0,3494
1263,1263,0.15,W,0,3496
1264,1264,0.15,W,0,3498
1265,1265,0.15,W,0,3500
1266,1266,0.15,W,0,3502
1267,1267,0.15,W,0,3502
1268,1268,0.15,W,0,3504
1269,1269,0.15,W,0,3505
1270,1270,0.15,W,0,3507
1271,1271,0.15,W,0,3509
1272,1272,0.15,W,0,3509
1273,1273,0.15,W,0,3512
1274,1274,0.15,W,0,3515
1275,1275,0.15,W,0,3517
1276,1276,0.15,W,0,3518
1277,1277,0.15,W,0,3519
1278,1278,0.15,W,0,3520
1279,1279,0.15,W,0,3520
1280,1280,0.15,W,0,3520
1281,1281,0.15,W,0,3521
1282,1282,0.15,W,0,3521
1283,1283,0.15,W,0,3521
1284,1284,0.15,W,0,3521
1285,1285,0.15,W,0,3521
1286,1286,0.15,W,0,3521
1287,1287,0.15,W,0,3522
1288,1288,0.15,W,0,3522
1289,1289,0.15,W,0,3522
1290,1290,0.15,W,0,3522
1291,1291,0.15,W,0,3522
1292,1292,0.15,W,0,3523
1293,1293,0.15,W,0,3523
1294,1294,0.15,W,0,3449
1295,1295,0.15,W,0,3449
1296,1296,0.15,W,0,3449
1297,1297,0.15,W,0,3450
1298,1298,0.15,W,0,3450
1299,1299,0.15,W,0,3450
1300,1300,0.15,W,0,3450
1301,1301,0.15,W,0,3451
1302,1302,0.15,W,0,3451
1303,1303,0.15,W,0,3451
1304,1304,0.15,W,0,3452
1305,1305,0.15,W,0,3452
1306,1306,0.15,W,0,3452
1307,1307,0.15,W,0,3452
1308,1308,0.15,W,0,3452
1309,1309,0.15,W,0,3453
1310,1310,0.15,W,0,3453
1311,1311,0.15,W,0,3453
1312,1312,0.15,W,0,3453
1313,1313,0.15,W,0,3454
1314,1314,0.15,W,0,3456
1315,1315,0.15,W,0,3458
1316,1316,0.15,W,0,3458
1317,1317,0.15,W,0,3460
1318,1318,0.15,W,0,3462
1319,1319,0.15,W,0,3463
1320,1320,0.15,W,0,3463
1321,1321,0.15,W,0,3463
1322,1322,0.15,W,0,3463
1323,1323,0.15,W,0,3464
1324,1324,0.15,W,0,3464
1325,1325,0.15,W,0,3464
1326,1326,0.15,W,0,3464
1327,1327,0.15,W,0,3464
1328,1328,0.15,W,0,3464
1329,1329,0.15,W,0,3465
1330,1330,0.15,W,0,3465
1331,1331,0.15,W,0,3465
1332,1332,0.15,W,0,3465
1333,1333,0.15,W,0,3465
1334,1334,0.15,W,0,3465
1335,1335,0.15,W,0,3465
1336,1336,0.15,W,0,3465
1337,1337,0.15,W,0,3465
1338,1338,0.15,W,0,3411
1339,1339,0.15,W,0,3411
1340,1340,0.15,W,0,3413
1341,1341,0.15,W,0,3415
1342,1342,0.15,W,0,3416
1343,1343,0.15,W,0,3418
1344,1344,0.15,W,0,3419
1345,1345,0.15,W,0,3421
1346,1346,0.15,W,0,3423
1347,1347,0.15,W,0,3425
1348,1348,0.15,W,0,3427
1349,1349,0.15,W,0,3428
1350,1350,0.15,W,0,3430
1351,1351,0.15,W,0,3433
1352,1352,0.15,W,0,3435
1353,1353,0.15,W,0,3435
1354,1354,0.15,W,0,3437
1355,1355,0.15,W,0,3440
1356,1356,0.15,W,0,3440
1357,1357,0.15,W,0,3441
1358,1358,0.15,W,0,3441
1359,1359,0.15,W,0,3442
1360,1360,0.15,W,0,3442
1361,1361,0.15,W,0,3442
1362,1362,0.15,W,0,3442
1363,1363,0.15,W,0,3442
1364,1364,0.15,W,0,3442
1365,1365,0.15,W,0,3443
1366,1366,0.15,W,0,3443
1367,1367,0.15,W,0,3443
1368,1368,0.15,W,0,3443
1369,1369,0.15,W,0,3443
1370,1370,0.15,W,0,3443
1371,1371,0.15,W,0,3444
1372,1372,0.15,W,0,3444
1373,1373,0.15,W,0,3444
1374,1374,0.15,W,0,3398
1375,1375,0.15,W,0,3398
1376,1376,0.15,W,0,3398
1377,1377,0.15,W,0,3398
1378,1378,0.15,W,0,3398
1379,1379,0.15,W,0,3398
1380,1380,0.15,W,0,3399
1381,1381,0.15,W,0,3399
1382,1382,0.15,W,0,3399
1383,1383,0.15,W,0,3400
1384,1384,0.15,W,0,3400
1385,1385,0.15,W,0,3400
1386,1386,0.15,W,0,3400
1387,1387,0.15,W,0,3400
1388,1388,0.15,W,0,3400
1389,1389,0.15,W,0,3401
1390,1390,0.15,W,0,3401
1391,1391,0.15,W,0,3401
1392,1392,0.15,W,0,3401
1393,1393,0.15,W,0,3403
1394,1394,0.15,W,0,3404
1395,1395,0.15,W,0,3388
1396,1396,0.15,W,0,3388
1397,1397,0.15,W,0,3389
1398,1398,0.15,W,0,3389
1399,1399,0.15,W,0,3390
1400,1400,0.15,W,0,3390
1401,1401,0.15,W,0,3390
1402,1402,0.15,W,0,3390
1403,1403,0.15,W,0,3390
1404,1404,0.15,W,0,3390
1405,1405,0.15,W,0,3391
1406,1406,0.15,W,0,3391
1407,1407,0.15,W,0,3391
1408,1408,0.15,W,0,3391
1409,1409,0.15,W,0,3391
1410,1410,0.15,W,0,3292
1411,1411,0.15,W,0,3292
1412,1412,0.15,W,0,3292
1413,1413,0.15,W,0,3292
1414,1414,0.15,W,0,3292
1415,1415,0.15,W,0,3292
1416,1416,0.15,W,0,3292
1417,1417,0.15,W,0,3293
1418,1418,0.15,W,0,3293
1419,1419,0.15,W,0,3293
1420,1420,0.15,W,0,3293
1421,1421,0.15,W,0,3293
1422,1422,0.15,W,0,3293
1423,1423,0.15,W,0,3293
1424,1424,0.15,W,0,3294
1425,1425,0.15,W,0,3294
1426,1426,0.15,W,0,3294
1427,1427,0.15,W,0,3294
1428,1428,0.15,W,0,3295
1429,1429,0.15,W,0,3295
1430,1430,0.15,W,0,3295
1431,1431,0.15,W,0,3296
1432,1432,0.15,W,0,3296
1433,1433,0.15,W,0,3298
1434,1434,0.15,W,0,3300
1435,1435,0.15,W,0,3302
1436,1436,0.15,W,0,3304
1437,1437,0.15,W,0,3305
1438,1438,0.15,W,0,3307
1439,1439,0.15,W,0,3310
1440,1440,0.15,W,0,3312
1441,1441,0.15,W,0,3312
1442,1442,0.15,W,0,3314
1443,1443,0.15,W,0,3317
1444,1444,0.15,W,0,3319
1445,1445,0.15,W,0,3321
1446,1446,0.15,W,0,3321
1447,1447,0.15,W,0,3324
1448,1448,0.15,W,0,3326
1449,1449,0.15,W,0,3328
1450,1450,0.15,W,0,3330
1451,1451,0.15,W,0,3331
1452,1452,0.15,W,0,3333
1453,1453,0.15,W,0,3336
1454,1454,0.15,W,0,3338
1455,1455,0.15,W,0,3338
1456,1456,0.15,W,0,3340
1457,1457,0.15,W,0,3342
1458,1458,0.15,W,0,3344
1459,1459,0.15,W,0,3346
1460,1460,0.15,W,0,3346
1461,1461,0.15,W,0,3348
1462,1462,0.15,W,0,3352
1463,1463,0.15,W,0,3355
1464,1464,0.15,W,0,3356
1465,1465,0.15,W,0,3359
1466,1466,0.15,W,0,3361
1467,1467,0.15,W,0,3363
1468,1468,0.15,W,0,3366
1469,1469,0.15,W,0,3366
1470,1470,0.15,W,0,3368
1471,1471,0.15,W,0,3370
1472,1472,0.15,W,0,3372
1473,1473,0.15,W,0,3375
1474,1474,0.15,W,0,3377
1475,1475,0.15,W,0,3379
1476,1476,0.15,W,0,3381
1477,1477,0.15,W,0,3382
1478,1478,0.15,W,0,3198
1479,1479,0.15,W,0,3198
1480,1480,0.15,W,0,3199
1481,1481,0.15,W,0,3199
1482,1482,0.15,W,0,3199
1483,1483,0.15,W,0,3199
1484,1484,0.15,W,0,3199
1485,1485,0.15,W,0,3199
1486,1486,0.15,W,0,3200
1487,1487,0.15,W,0,3200
1488,1488,0.15,W,0,3200
1489,1489,0.15,W,0,3200
1490,1490,0.15,W,0,3200
1491,1491,0.15,W,0,3200
1492,1492,0.15,W,0,3200
1493,1493,0.15,W,0,3200
1494,1494,0.15,W,0,3201
1495,1495,0.15,W,0,3201
1496,1496,0.15,W,0,3201
1497,1497,0.15,W,0,3201
1498,1498,0.15,W,0,3201
1499,1499,0.15,W,0,3202
1500,1500,0.15,W,0,3202
1501,1501,0.15,W,0,3203
1502,1502,0.15,W,0,3204
1503,1503,0.15,W,0,3205
1504,1504,0.15,W,0,3207
1505,1505,0.15,W,0,3208
1506,1506,0.15,W,0,3210
1507,1507,0.15,W,0,3212
1508,1508,0.15,W,0,3213
1509,1509,0.15,W,0,3215
1510,1510,0.15,W,0,3217
1511,1511,0.15,W,0,3219
1512,1512,0.15,W,0,3221
1513,1513,0.15,W,0,3221
1514,1514,0.15,W,0,3223
1515,1515,0.15,W,0,3226
1516,1516,0.15,W,0,3227
1517,1517,0.15,W,0,3229
1518,1518,0.15,W,0,3229
1519,1519,0.15,W,0,3231
1520,1520,0.15,W,0,3233
1521,1521,0.15,W,0,3235
1522,1522,0.15,W,0,3237
1523,1523,0.15,W,0,3237
1524,1524,0.15,W,0,3239
1525,1525,0.15,W,0,3241
1526,1526,0.15,W,0,3243
1527,1527,0.15,W,0,3245
1528,1528,0.15,W,0,3245
1529,1529,0.15,W,0,3246
1530,1530,0.15,W,0,3248
1531,1531,0.15,W,0,3251
1532,1532,0.15,W,0,3253
1533,1533,0.15,W,0,3254
1534,1534,0.15,W,0,3256
1535,1535,0.15,W,0,3257
1536,1536,0.15,W,0,3259
1537,1537,0.15,W,0,3261
1538,1538,0.15,W,0,3263
1539,1539,0.15,W,0,3265
1540,1540,0.15,W,0,3265
1541,1541,0.15,W,0,3267
1542,1542,0.15,W,0,3269
1543,1543,0.15,W,0,3271
1544,1544,0.15,W,0,3273
1545,1545,0.15,W,0,3274
1546,1546,0.15,W,0,3276
1547,1547,0.15,W,0,3278
1548,1548,0.15,W,0,3280
1549,1549,0.15,W,0,3283
1550,1550,0.15,W,0,3283
1551,1551,0.15,W,0,3284
1552,1552,0.15,W,0,3284
1553,1553,0.15,W,0,3284
1554,1554,0.15,W,0,3284
1555,1555,0.15,W,0,3284
1556,1556,0.15,W,0,3284
1557,1557,0.15,W,0,3285
1558,1558,0.15,W,0,3285
1559,1559,0.15,W,0,3285
1560,1560,0.15,W,0,3285
1561,1561,0.15,W,0,3285
1562,1562,0.15,W,0,3286
1563,1563,0.15,W,0,3286
1564,1564,0.15,W,0,3286
1565,1565,0.15,W,0,3286
1566,1566,0.15,W,0,3286
1567,1567,0.15,W,0,3286
1568,1568,0.15,W,0,3286
1569,1569,0.15,W,0,3287
1570,1570,0.15,W,0,3287
1571,1571,0.15,W,0,3287
1572,1572,0.15,W,0,3287
1573,1573,0.15,W,0,3108
1574,1574,0.15,W,0,3110
1575,1575,0.15,W,0,3111
1576,1576,0.15,W,0,3113
1577,1577,0.15,W,0,3114
1578,1578,0.15,W,0,3116
1579,1579,0.15,W,0,3118
1580,1580,0.15,W,0,3120
1581,1581,0.15,W,0,3123
1582,1582,0.15,W,0,3125
1583,1583,0.15,W,0,3126
1584,1584,0.15,W,0,3128
1585,1585,0.15,W,0,3131
1586,1586,0.15,W,0,3133
1587,1587,0.15,W,0,3134
1588,1588,0.15,W,0,3135
1589,1589,0.15,W,0,3137
1590,1590,0.15,W,0,3139
1591,1591,0.15,W,0,3141
1592,1592,0.15,W,0,3142
1593,1593,0.15,W,0,3142
1594,1594,0.15,W,0,3144
1595,1595,0.15,W,0,3146
1596,1596,0.15,W,0,3148
1597,1597,0.15,W,0,3150
1598,1598,0.15,W,0,3150
1599,1599,0.15,W,0,3151
1600,1600,0.15,W,0,3153
1601,1601,0.15,W,0,3155
1602,1602,0.15,W,0,3157
1603,1603,0.15,W,0,3158
1604,1604,0.15,W,0,3159
1605,1605,0.15,W,0,3160
1606,1606,0.15,W,0,3162
1607,1607,0.15,W,0,3163
1608,1608,0.15,W,0,3165
1609,1609,0.15,W,0,3166
1610,1610,0.15,W,0,3168
1611,1611,0.15,W,0,3169
1612,1612,0.15,W,0,3171
1613,1613,0.15,W,0,3173
1614,1614,0.15,W,0,3174
1615,1615,0.15,W,0,3175
1616,1616,0.15,W,0,3177
1617,1617,0.15,W,0,3178
1618,1618,0.15,W,0,3179
1619,1619,0.15,W,0,3180
1620,1620,0.15,W,0,3182
1621,1621,0.15,W,0,3184
1622,1622,0.15,W,0,3186
1623,1623,0.15,W,0,3187
1624,1624,0.15,W,0,3188
1625,1625,0.15,W,0,3189
1626,1626,0.15,W,0,3189
1627,1627,0.15,W,0,3190
1628,1628,0.15,W,0,3190
1629,1629,0.15,W,0,3190
1630,1630,0.15,W,0,3190
1631,1631,0.15,W,0,3191
1632,1632,0.15,W,0,3191
1633,1633,0.15,W,0,3191
1634,1634,0.15,W,0,3191
1635,1635,0.15,W,0,3192
1636,1636,0.15,W,0,3192
1637,1637,0.15,W,0,3192
1638,1638,0.15,W,0,3192
1639,1639,0.15,W,0,3192
1640,1640,0.15,W,0,3193
1641,1641,0.15,W,0,3082
1642,1642,0.15,W,0,3083
1643,1643,0.15,W,0,3083
1644,1644,0.15,W,0,3083
1645,1645,0.15,W,0,3083
1646,1646,0.15,W,0,3083
1647,1647,0.15,W,0,3083
1648,1648,0.15,W,0,3084
1649,1649,0.15,W,0,3084
1650,1650,0.15,W,0,3084
1651,1651,0.15,W,0,3084
1652,1652,0.15,W,0,3085
1653,1653,0.15,W,0,3085
1654,1654,0.15,W,0,3085
1655,1655,0.15,W,0,3085
1656,1656,0.15,W,0,3086
1657,1657,0.15,W,0,3086
1658,1658,0.15,W,0,3086
1659,1659,0.15,W,0,3087
1660,1660,0.15,W,0,3087
1661,1661,0.15,W,0,3087
1662,1662,0.15,W,0,3087
1663,1663,0.15,W,0,3087
1664,1664,0.15,W,0,3087
1665,1665,0.15,W,0,3088
1666,1666,0.15,W,0,3088
1667,1667,0.15,W,0,3089
1668,1668,0.15,W,0,3092
1669,1669,0.15,W,0,3093
1670,1670,0.15,W,0,3093
1671,1671,0.15,W,0,3094
1672,1672,0.15,W,0,3094
1673,1673,0.15,W,0,3094
1674,1674,0.15,W,0,3094
1675,1675,0.15,W,0,3094
1676,1676,0.15,W,0,3095
1677,1677,0.15,W,0,3095
1678,1678,0.15,W,0,3095
1679,1679,0.15,W,0,3095
1680,1680,0.15,W,0,3095
1681,1681,0.15,W,0,3096
1682,1682,0.15,W,0,3096
1683,1683,0.15,W,0,3096
1684,1684,0.15,W,0,3096
1685,1685,0.15,W,0,3097
1686,1686,0.15,W,0,3097
1687,1687,0.15,W,0,3097
1688,1688,0.15,W,0,3097
1689,1689,0.15,W,0,3098
1690,1690,0.15,W,0,3098
1691,1691,0.15,W,0,3099
1692,1692,0.15,W,0,3099
1693,1693,0.15,W,0,3099
1694,1694,0.15,W,0,3099
1695,1695,0.15,W,0,3100
1696,1696,0.15,W,0,3100
1697,1697,0.15,W,0,3100
1698,1698,0.15,W,0,2858
1699,1699,0.15,W,0,2859
1700,1700,0.15,W,0,2861
1701,1701,0.15,W,0,2862
1702,1702,0.15,W,0,2863
1703,1703,0.15,W,0,2865
1704,1704,0.15,W,0,2866
1705,1705,0.15,W,0,2867
1706,1706,0.15,W,0,2868
1707,1707,0.15,W,0,2870
1708,1708,0.15,W,0,2871
1709,1709,0.15,W,0,2873
1710,1710,0.15,W,0,2874
1711,1711,0.15,W,0,2874
1712,1712,0.15,W,0,2875
1713,1713,0.15,W,0,2877
1714,1714,0.15,W,0,2879
1715,1715,0.15,W,0,2881
1716,1716,0.15,W,0,2882
1717,1717,0.15,W,0,2884
1718,1718,0.15,W,0,2885
1719,1719,0.15,W,0,2887
1720,1720,0.15,W,0,2889
1721,1721,0.15,W,0,2890
1722,1722,0.15,W,0,2891
1723,1723,0.15,W,0,2893
1724,1724,0.15,W,0,2895
1725,1725,0.15,W,0,2896
1726,1726,0.15,W,0,2898
1727,1727,0.15,W,0,2899
1728,1728,0.15,W,0,2900
1729,1729,0.15,W,0,2902
1730,1730,0.15,W,0,2904
1731,1731,0.15,W,0,2905
1732,1732,0.15,W,0,2906
1733,1733,0.15,W,0,2907
1734,1734,0.15,W,0,2909
1735,1735,0.15,W,0,2911
1736,1736,0.15,W,0,2913
1737,1737,0.15,W,0,2914
1738,1738,0.15,W,0,2914
1739,1739,0.15,W,0,2916
1740,1740,0.15,W,0,2920
1741,1741,0.15,W,0,2922
1742,1742,0.15,W,0,2923
1743,1743,0.15,W,0,2924
1744,1744,0.15,W,0,2926
1745,1745,0.15,W,0,2927
1746,1746,0.15,W,0,2929
1747,1747,0.15,W,0,2930
1748,1748,0.15,W,0,2932
1749,1749,0.15,W,0,2934
1750,1750,0.15,W,0,2936
1751,1751,0.15,W,0,2939
1752,1752,0.15,W,0,2940
1753,1753,0.15,W,0,2942
1754,1754,0.15,W,0,2944
1755,1755,0.15,W,0,2946
1756,1756,0.15,W,0,2949
1757,1757,0.15,W,0,2951
1758,1758,0.15,W,0,2951
