ID,LID,LinkID
1704,14841,5662
1705,14842,5662
1706,14843,5661
1707,14844,5661
1708,14845,5660
1709,14846,5660
1710,14847,5659
1711,14848,5659
1712,14849,5659
1713,14850,5658
1714,14851,5658
1715,14852,5468
1716,14853,5468
1717,14854,5468
1718,14855,5468
1719,14856,5468
1720,14857,5467
1721,14858,5467
1722,14859,5466
1723,14860,5466
1724,14861,5465
1725,14862,5464
1726,14863,5461
1727,14864,5459
1728,14865,5457
1729,14866,5455
1730,14867,5453
1731,14868,5451
1732,14869,5449
1733,14870,5447
1734,14871,5445
1735,14872,5443
1736,14873,5441
1737,14874,5438
1738,14875,5436
1739,14876,5434
1740,14877,5432
1741,14878,5430
1742,14879,5429
1743,14880,5427
1744,14881,5425
1745,14882,5423
1746,14883,5421
1747,14884,5419
1748,14885,5417
1749,14886,5415
1750,14887,5413
1751,14888,5411
1752,14889,5409
1753,14890,5406
1754,14891,5404
1755,14892,5402
1756,14893,5400
1757,14894,5398
1758,14895,5396
1759,14896,5394
1760,14897,5392
1761,14898,5390
1762,14899,5388
1763,14900,5386
1764,14901,5384
1765,14902,5382
1766,14903,5379
1767,14904,5378
1768,14905,5377
1769,14906,5377
1770,14907,5376
1771,14908,5376
1772,14909,5375
1773,14910,5375
1774,14911,5375
1775,14912,5375
