PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
1,0,0,0.150000095367432,6.11961460113525,-6.2600040435791,7,0,0,0
2,0,0,0.150000095367432,6.11704730987549,-7.26000070571899,7,0,0,0
3,0,0,0.150000095367432,6.11447954177856,-8.25999736785889,7,0,0,0
4,0,0,0.150000095367432,6.1119122505188,-9.25999450683594,7,0,0,0
5,0,0,0.150000095367432,6.10934448242188,-10.259991645813,7,0,0,0
6,0,0,0.150000095367432,6.10677719116211,-11.25998878479,7,0,0,0
7,0,0,0.150000095367432,6.10420942306519,-12.2599849700928,7,0,0,0
8,0,0,0.150000095367432,6.09644794464111,-13.2599544525146,7,0,0,0
9,0,0,0.150000095367432,6.0884575843811,-14.2599229812622,7,0,0,0
10,0,0,0.150000095367432,6.08046722412109,-15.2598915100098,7,0,0,0
11,0,0,0.150000095367432,6.07247638702393,-16.259859085083,7,0,0,0
12,0,0,0.150000095367432,6.06448602676392,-17.2598266601563,7,0,0,0
13,0,0,0.150000095367432,6.05291414260864,-18.2597579956055,7,0,0,0
14,0,0,0.150000095367432,6.03989601135254,-19.2596740722656,7,0,0,0
15,0,0,0.150000095367432,6.02687788009644,-20.2595901489258,7,0,0,0
16,0,0,0.150000095367432,6.01385974884033,-21.2595062255859,7,0,0,0
17,0,0,0.150000095367432,6.00027990341187,-22.2594127655029,7,0,0,0
18,0,0,0.150000095367432,5.98375797271729,-23.2592754364014,7,0,0,0
19,0,0,0.150000095367432,5.96723604202271,-24.2591381072998,7,0,0,0
20,0,0,0.150000095367432,5.95071411132813,-25.2590007781982,7,0,0,0
21,0,0,0.150000095367432,5.93415403366089,-26.2588634490967,7,0,0,0
22,0,0,0.150000095367432,5.91684293746948,-27.2587127685547,7,0,0,0
23,0,0,0.150000095367432,5.89953184127808,-28.2585620880127,7,0,0,0
24,0,0,0.150000095367432,5.88222026824951,-29.2584114074707,7,0,0,0
25,0,0,0.150000095367432,5.86521577835083,-30.2582664489746,7,0,0,0
26,0,0,0.150000095367432,5.8503623008728,-31.2581558227539,7,0,0,0
27,0,0,0.150000095367432,5.83550882339478,-32.2580451965332,7,0,0,0
28,0,0,0.150000095367432,5.82065582275391,-33.2579345703125,7,0,0,0
29,0,0,0.150000095367432,5.80649614334106,-34.2578315734863,7,0,0,0
30,0,0,0.150000095367432,5.79676675796509,-35.2577857971191,7,0,0,0
31,0,0,0.150000095367432,5.78703737258911,-36.257740020752,7,0,0,0
32,0,0,0.150000095367432,5.77730798721313,-37.2576942443848,7,0,0,0
33,0,0,0.150000095367432,5.76757860183716,-38.2576484680176,7,0,0,0
34,0,0,0.150000095367432,5.76320314407349,-39.2576370239258,7,0,0,0
35,0,0,0.150000095367432,5.75994491577148,-40.2576332092285,7,0,0,0
36,0,0,0.150000095367432,5.75668668746948,-41.2576293945313,7,0,0,0
37,0,0,0.150000095367432,5.75342893600464,-42.257625579834,7,0,0,0
38,0,0,0.150000095367432,5.75048875808716,-43.1600036621094,7,0,0,0
39,0,0,0.150000095367432,1.83728206157684,-6.2600040435791,7,0,0,0
40,0,0,0.150000095367432,1.83984959125519,-7.26000070571899,7,0,0,0
41,0,0,0.150000095367432,1.84241712093353,-8.25999736785889,7,0,0,0
42,0,0,0.150000095367432,1.84498453140259,-9.25999450683594,7,0,0,0
43,0,0,0.150000095367432,1.84755206108093,-10.259991645813,7,0,0,0
44,0,0,0.150000095367432,1.85011947154999,-11.25998878479,7,0,0,0
45,0,0,0.150000095367432,1.85268700122833,-12.2599849700928,7,0,0,0
